UniqueID,rank,molecularFormula,adduct,precursorFormula,ZodiacScore,SiriusScore,TreeScore,IsotopeScore,numExplainedPeaks,explainedIntensity,medianMassErrorFragmentPeaks_ppm_,medianAbsoluteMassErrorFragmentPeaks_ppm_,massErrorPrecursor_ppm_,ionMass,retentionTimeInSeconds,id,ms2_id,num_strains_sig
met_1087,455,C10H8BNO2S,[M - H]-,C10H8BNO2S,0.995477387,20.46162817,20.46162817,0,8,0.241827683,-5.630731079,5.630731079,-2.023151396,215.0328,44.94,2118_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime44.94scanNumNAprec,2118,1
met_109,1306,C33H41N11,[M - H]-,C33H41N11,0.204522613,1,1,0,1,0,NaN,NaN,0.908176502,590.3479,135.95,2123_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime135.95scanNumNApre,2123,2
met_1092,1327,C42H39NO,[M - H]-,C42H39NO,0.181909548,1,1,0,1,0,NaN,NaN,4.213858561,572.2983,130.74,2105_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime130.74scanNumNApre,2105,1
met_1094,577,C29H55F3NO8P,[M - H]-,C29H55F3NO8P,0.97839196,6.88148508,6.88148508,0,5,0.504253423,-3.682443249,3.682443249,4.803362165,632.3575,108.34,2193_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime108.34scanNumNApre,2193,1
met_122,762,C44H89NO6,[M - H]-,C44H89NO6,0.822613065,1,1,0,1,0,NaN,NaN,-2.495136871,726.6599,426.84,251_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime426.84scanNumNApre,251,3
met_124,420,C43H80NO7P,[M - H]-,C43H80NO7P,0.99798995,36.73510733,36.73510733,0,15,0.855026498,-4.271531978,4.271531978,1.509408459,752.5611,334.3,391_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime334.3scanNumNAprec,391,5
met_1271,923,C46H81NO9,[M - H]-,C46H81NO9,0.525125628,8.563785539,8.563785539,0,4,0.177383592,-2.734739293,2.734739293,1.952072592,790.5854,162.11,625_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime162.11scanNumNApre,625,1
met_1274,395,C40H76NO10P,[M - H]-,C40H76NO10P,0.998994975,61.77389845,61.77389845,0,24,0.905096031,-3.903635898,3.903635898,2.093568293,760.515,182.51,436_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime182.51scanNumNApre,436,5
met_1313,2,C42H74NO10P,[M - H]-,C42H74NO10P,1,113.1633121,113.1633121,0,34,0.790085205,-3.564023857,3.564023857,1.204160583,782.4987,174.12,564_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime174.12scanNumNApre,564,1
met_133,24,C39H79NO5,[M - H]-,C39H79NO5,1,59.50671393,59.50671393,0,14,0.749230138,-2.917493694,3.499256221,1.79806839,640.5897,375.6,2219_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime375.6scanNumNAprec,2219,4
met_1403,1052,C48H91NO9,[M - H]-,C48H91NO9,0.41758794,1,1,0,1,0,NaN,NaN,-2.069991368,824.6604,428.26,874_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime428.26scanNumNApre,874,1
met_1458,1082,C40H74NO10P,[M - H]-,C40H74NO10P,0.368844221,12.14850181,12.14850181,0,4,0.40569395,-2.169833883,2.169833883,0.583065445,758.4982,282.66,421_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime282.66scanNumNApre,421,1
met_1559,1369,C42H69N9O9,[M - H]-,C42H69N9O9,0.153266332,1,1,0,1,0,NaN,NaN,4.927681831,842.5187,222.09,1001_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime222.09scanNumNApre,1001,3
met_1568,715,C42H78NO10P,[M - H]-,C42H78NO10P,0.872864322,6.85900678,6.85900678,0,3,0.554413747,-2.580158909,2.580158909,-3.379255813,786.5264,332.81,593_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime332.81scanNumNApre,593,3
met_1569,700,C44H75N9O6,[M - H]-,C44H75N9O6,0.894472362,7.985541325,7.985541325,0,3,0.1160619,3.639268472,3.639268472,3.693192691,824.5798,398.92,869_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime398.92scanNumNApre,869,1
met_1588,219,C44H76NO10P,[M - H]-,C44H76NO10P,1,15.8401388,15.8401388,0,4,0.642743009,-5.349682625,5.349682625,2.464010074,808.5154,244.19,757_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime244.19scanNumNApre,757,2
met_1604,107,C41H74NO8P,[M - H]-,C41H74NO8P,1,31.59223427,31.59223427,0,18,0.915060297,-3.320837235,3.320837235,0.773849036,738.5085,245.77,303_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime245.77scanNumNApre,303,2
met_1607,754,C49H83N3O8,[M - H]-,C49H83N3O8,0.827638191,1,1,0,1,0,NaN,NaN,1.617673705,840.6121,342.43,986_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime342.43scanNumNApre,986,1
met_1672,25,C9H17NO5,[M - H]-,C9H17NO5,1,58.8248021,58.8248021,0,10,0.989975794,-4.065364332,4.065364332,0.475957931,218.1035,45.53,2156_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime45.53scanNumNAprec,2156,2
met_1741,120,C41H78NO7P,[M - H]-,C41H78NO7P,1,30.30430744,30.30430744,0,13,0.947295636,-2.735426444,2.735426444,2.320549684,726.546,342.99,250_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime342.99scanNumNApre,250,5
met_1831,92,C43H78NO8P,[M - H]-,C43H78NO8P,1,34.05013481,34.05013481,0,20,0.742926421,-2.2559066,2.2559066,1.397664403,766.5403,309.18,469_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime309.18scanNumNApre,469,2
met_1842,1212,C47H77NO7,[M - H]-,C47H77NO7,0.263316583,1,1,0,1,0,NaN,NaN,4.13878062,766.5659,404.81,470_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime404.81scanNumNApre,470,2
met_1888,100,C44H80NO10P,[M - H]-,C44H80NO10P,1,32.38142484,32.38142484,0,19,0.918790772,-3.201819727,3.201819727,0.482511175,812.5451,222,780_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime222scanNumNAprecMz,780,1
met_1905,62,C43H80NO8P,[M - H]-,C43H80NO8P,1,42.06920327,42.06920327,0,12,0.948329155,-1.526200162,2.310566944,0.678288241,768.5554,316.24,479_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime316.24scanNumNApre,479,3
met_1906,427,C45H80NO8P,[M - H]-,C45H80NO8P,0.99798995,6.639755641,6.639755641,0,5,0.207060063,-1.399160001,1.399160001,2.045661212,792.5565,288.46,637_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime288.46scanNumNApre,637,6
met_1910,1204,C44H77N5O4,[M - H]-,C44H77N5O4,0.266331658,1,1,0,1,0,NaN,NaN,-3.627859322,738.5876,402.46,306_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime402.46scanNumNApre,306,4
met_1911,1156,C46H73N3O6,[M - H]-,C46H73N3O6,0.307537688,1,1,0,1,0,NaN,NaN,3.330158121,762.5452,326.8,448_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime326.8scanNumNAprec,448,4
met_1922,863,C21H38O2,[M - H]-,C21H38O2,0.648241206,6,6,0,1,0,NaN,NaN,0.610047403,321.2801,186.06,449_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime186.06scanNumNApre,449,3
met_1968,453,C42H79NO8,[M - H]-,C42H79NO8,0.995979899,1,1,0,1,0,NaN,NaN,-0.817082826,724.5727,369.24,239_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime369.24scanNumNApre,239,2
met_1992,671,C41H62O7,[M - H]-,C41H62O7,0.92361809,15.77906792,15.77906792,0,3,0.409295093,-3.316284406,3.316284406,-0.71812728,665.4418,187.24,9_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime187.24scanNumNApre,9,2
met_2003,155,C47H88NO8P,[M - H]-,C47H88NO8P,1,24.8272564,24.8272564,0,9,0.773043393,-2.835140821,2.835140821,1.480740239,824.6187,407.4,872_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime407.4scanNumNAprec,872,2
met_2038,290,C24H48O3,[M - H]-,C24H48O3,1,8.807916987,8.807916987,0,3,0.17990774,-4.722189043,4.722189043,1.646145819,383.3537,171.19,764_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime171.19scanNumNApre,764,2
met_205,294,C44H88NO10P,[M - H]-,C44H88NO10P,1,8.20947928,8.20947928,0,3,0.621123516,-2.275707759,2.275707759,1.208623031,820.6083,352.92,845_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime352.92scanNumNApre,845,2
met_2055,382,C43H80NO8P,[M - H]-,C43H80NO8P,0.999497487,9.345233014,9.345233014,0,3,0.555047271,-2.601138317,2.601138317,1.458972528,768.556,257.24,480_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime257.24scanNumNApre,480,3
met_2057,1047,C51H75NO5,[M - H]-,C51H75NO5,0.422613065,1,1,0,1,0,NaN,NaN,-1.983263859,780.5557,323.38,552_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime323.38scanNumNApre,552,2
met_21,102,C41H83NO5,[M - H]-,C41H83NO5,1,32.10957224,32.10957224,0,16,0.85141425,-4.091256777,4.091256777,1.423371948,668.6208,405.6,23_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime405.6scanNumNAprec,23,1
met_2141,69,C41H80NO10P,[M - H]-,C41H80NO10P,1,39.4297523,39.4297523,0,8,0.700215196,-2.384313157,2.384313157,1.148756867,776.5456,238.8,529_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime238.8scanNumNAprec,529,2
met_2205,834,C40H78NO7P,[M - H]-,C40H78NO7P,0.708040201,15.15824334,15.15824334,0,4,0.560295135,-3.057714029,3.057714029,2.919315093,714.5464,331.32,188_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime331.32scanNumNApre,188,2
met_2206,1353,C34H44F3N7O6,[M - H]-,C34H44F3N7O6,0.161306533,13.70582039,13.70582039,0,9,0.384145033,-1.302583794,3.258807129,-3.759445344,702.3206,120.83,148_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime120.83scanNumNApre,148,1
met_2208,745,C44H87NO7,[M - H]-,C44H87NO7,0.830653266,1,1,0,1,0,NaN,NaN,2.055415522,740.6425,400.64,317_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime400.64scanNumNApre,317,4
met_2209,680,C14H21O2,[M - H]-,C14H21O2,0.913065327,5.431550216,5.431550216,0,2,0.047456178,-0.680863067,2.855242771,-0.356398137,220.1468,66.72,2177_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime66.72scanNumNAprec,2177,2
met_2210,782,C46H93NO6,[M - H]-,C46H93NO6,0.802512563,1,1,0,1,0,NaN,NaN,-0.415061534,754.6927,450.45,401_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime450.45scanNumNApre,401,2
met_2273,882,C42H77N3O4,[M - H]-,C42H77N3O4,0.61758794,1.587221967,1.587221967,0,2,0.038852914,0.486201583,0.486201583,4.177923687,686.587,411.43,83_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime411.43scanNumNApre,83,5
met_2274,365,C41H76NO7P,[M - H]-,C41H76NO7P,0.999497487,10.77026447,10.77026447,0,8,0.818239259,-3.227251073,3.227251073,1.015900929,724.5294,310.48,238_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime310.48scanNumNApre,238,5
met_2309,75,C40H78NO10P,[M - H]-,C40H78NO10P,1,38.40270655,38.40270655,0,13,0.925265718,-1.930590579,1.930590579,0.579815064,762.5295,219.35,446_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime219.35scanNumNApre,446,4
met_2311,1028,C45H77N9O6,[M - H]-,C45H77N9O6,0.448743719,1,1,0,1,0,NaN,NaN,2.737041017,838.5947,406.03,971_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime406.03scanNumNApre,971,1
met_2350,960,C40H81NO5,[M - H]-,C40H81NO5,0.50201005,1,1,0,1,0,NaN,NaN,1.53032712,654.6052,413.83,2257_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime413.83scanNumNApre,2257,1
met_2352,611,C39H79NO3,[M - H]-,C39H79NO3,0.964824121,1,1,0,1,0,NaN,NaN,2.433558337,608.6002,410.92,2154_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime410.92scanNumNApre,2154,1
met_2353,586,C44H64O7,[M - H]-,C44H64O7,0.974874372,62.25201134,62.25201134,0,10,0.444794598,-4.899930001,4.899930001,-2.882818823,703.4559,186.59,154_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime186.59scanNumNApre,154,1
met_2420,353,C40H81NO3,[M - H]-,C40H81NO3,1,1,1,0,1,0,NaN,NaN,1.495305513,622.6153,415.76,2174_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime415.76scanNumNApre,2174,1
met_2421,205,C10H2F4N2,[M - H]-,C10H2F4N2,1,17.15300259,17.15300259,0,4,0.350117647,-4.318146242,5.059894388,-1.93100907,225.0077,51.61,2215_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime51.61scanNumNAprec,2215,1
met_2424,143,C43H84NO7P,[M - H]-,C43H84NO7P,1,26.05976218,26.05976218,0,15,0.954773581,-2.909143651,2.909143651,0.840339542,756.5919,405.12,411_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime405.12scanNumNApre,411,1
met_2455,302,C45H88NO7P,[M - H]-,C45H88NO7P,1,6.611301707,6.611301707,0,3,0.369016536,-4.724910273,4.724910273,1.192503271,784.6235,422.13,586_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime422.13scanNumNApre,586,2
met_2488,443,C27H50N6O3,[M - H]-,C27H50N6O3,0.996482412,11.71511326,11.71511326,0,2,0.127458694,4.757473997,4.757473997,2.249739637,505.3883,218.81,1761_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime218.81scanNumNApre,1761,2
met_2549,977,C45H80O5,[M - H]-,C45H80O5,0.489447236,6,6,0,1,0,NaN,NaN,-4.715916336,699.59,402.04,135_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime402.04scanNumNApre,135,1
met_2554,1220,C39H79N11O6,[M - H]-,C39H79N11O6,0.258291457,1,1,0,1,0,NaN,NaN,-1.886482489,796.6127,425.84,673_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime425.84scanNumNApre,673,3
met_2595,667,C42H85NO5,[M - H]-,C42H85NO5,0.932160804,1,1,0,1,0,NaN,NaN,1.760280528,682.6367,431.81,70_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime431.81scanNumNApre,70,1
met_2597,264,C10H2F4N2,[M - H]-,C10H2F4N2,1,11.63990319,11.63990319,0,6,0.177578898,-2.001929598,5.192228894,-2.819870046,225.0075,118.48,2209_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime118.48scanNumNApre,2209,1
met_2598,1322,C28H44N5O8P,[M - H]-,C28H44N5O8P,0.187437186,2.907621398,2.907621398,0,2,0.195248249,-5.750734049,5.750734049,-0.614096761,608.2851,61.5,2149_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime61.5scanNumNAprecM,2149,3
