ppm	blank_peak	blank_intensity_flag	align_score	solera_NMR_D2O_3	aos122_ga_ms2_NMR_D2O_4	aos127_ga_ms2_NMR_D2O_5	aos129_ga_ms2_NMR_D2O_6	aos142_ga_ms2_NMR_D2O_7	aos145_ga_ms2_NMR_D2O_8	aos149_ga_ms2_NMR_D2O_9	aos25_ga_ms2_NMR_D2O_10	aos27_ga_ms3_NMR_D2O_11	aos32_ga_ms2_NMR_D2O_12	aos43_ga_ms4_NMR_D2O_13	aos46_ga_ms2_NMR_D2O_14	aos48_ga_ms2_NMR_D2O_15	aos50_ga_ms2_NMR_D2O_16	aos54_ga_bku_NMR_D2O_17	aos58_ga_ms2_NMR_D2O_18	aos65_ga_ms2_NMR_D2O_19	aos67_ga_ms2_NMR_D2O_20	aos76_ga_ms2_NMR_D2O_21	aos78_ga_ms4_NMR_D2O_22	aos127_ga_ms3_NMR_D2O_24	aos106_co_ms2_NMR_D2O_25	aos99_ga_ms2_NMR_D2O_26	aos108_ga_ms2_NMR_D2O_27	aos113_ga_ms1_NMR_D2O_28	aos115_gt_ms1_NMR_D2O_29	aos165_ga_ms2_NMR_D2O_30	aos167_ga_ms3_NMR_D2O_31	aos170_ga_ms2_NMR_D2O_32	aos173_ga_ms2_NMR_D2O_33	aos174_ga_ms2_NMR_D2O_34	aos175_ga_ms2_NMR_D2O_35	aos188_ga_ms3_NMR_D2O_36	aos192_ga_ms2_NMR_D2O_37	aos199_ga_ms2_NMR_D2O_38	aos200_ga_ms2_NMR_D2O_39	aos53_ga_ms2_NMR_D2O_40	aos56_ga_ms2_NMR_D2O_41	pooled_natural_isolate_NMR_D2O_42	pooled_pd1074_NMR_D2O_43	solera_NMR_D2O_44	solera_NMR_D2O_49	aos184_ga_ms2_NMR_D2O_50	aos185_ga_ms2_NMR_D2O_51	aos27_ga_ms4_NMR_D2O_52	aos28_ga_ms2_NMR_D2O_53	aos35_ga_ms2_NMR_D2O_54	aos36_ga_ms2_NMR_D2O_55	aos37_ga_ms2_NMR_D2O_56	aos38_ga_ms2_NMR_D2O_57	aos40_ga_ms2_NMR_D2O_58	aos42_ga_ms2_NMR_D2O_59	aos43_ga_bku_NMR_D2O_60	aos54_ga_bku2_NMR_D2O_61	aos71_ga_ms2_NMR_D2O_62	aos74_ga_ms2_NMR_D2O_63	aos69_ga_ms1_NMR_D2O_64	aos86_ga_ms2_NMR_D2O_65	aos90_ga_ms3_NMR_D2O_66	aos98_ga_ms2_NMR_D2O_67	aos99_ga_ms2_NMR_D2O_68	aos73_ga_ms2_NMR_D2O_70	aos81_ga_ms2_NMR_D2O_71	aos87_co_ms3_NMR_D2O_72	aos100_ga_ms2_NMR_D2O_73	aos96_ga_ms2_NMR_D2O_74	aos82_ga_ms2_NMR_D2O_75	aos84_ga_ms2_NMR_D2O_76	aos92_ga_ms2_NMR_D2O_77	aos93_ga_ms2_NMR_D2O_78	aos95_ga_ms2_NMR_D2O_79	aos107_ga_bku_NMR_D2O_80	aos109_ga_ms2_NMR_D2O_81	aos111_ga_ms2_NMR_D2O_82	aos116_ga_ms2_NMR_D2O_83	aos113_ga_ms1_NMR_D2O_84	aos125_ga_ms2_NMR_D2O_85	aos134_ga_ms2_NMR_D2O_86	aos140_ga_ms3_NMR_D2O_87	aos171_ga_ms2_NMR_D2O_88	aos180_ga_ms2_NMR_D2O_89	pooled_mutant_NMR_D2O_90	pooled_pd1074_NMR_D2O_91	solera_NMR_D2O_92	solera_NMR_D2O_97	aos85_ga_ms3_NMR_D2O_98	aos181_ga_ms2_NMR_D2O_99	aos193_ga_ms3_NMR_D2O_100	aos196_ga_ms2_NMR_D2O_101	aos26_ga_ms2_NMR_D2O_102	aos39_ga_ms2_NMR_D2O_103	aos41_ga_ms2_NMR_D2O_104	aos33_ga_ms2_NMR_D2O_105	aos44_ga_ms2_NMR_D2O_106	aos47_ga_ms2_NMR_D2O_107	aos49_ga_ms2_NMR_D2O_108	aos51_ga_ms2_NMR_D2O_109	aos45_ga_ms2_NMR_D2O_110	aos54_ga_ms4_NMR_D2O_111	aos66_ga_ms2_NMR_D2O_112	aos70_ga_ms2_NMR_D2O_113	aos69_ga_ms3_NMR_D2O_114	aos75_ga_ms4_NMR_D2O_115	aos79_ga_ms2_NMR_D2O_116	aos83_ga_ms2_NMR_D2O_117	aos87_ga_ms3_NMR_D2O_118	aos91_ga_ms2_NMR_D2O_119	aos101_ga_ms2_NMR_D2O_121	aos102_ga_ms3_NMR_D2O_122	aos105_co_ms2_NMR_D2O_123	aos113_ga_ms1_NMR_D2O_124	aos114_ga_ms2_NMR_D2O_125	aos118_ga_ms2_NMR_D2O_126	aos120_ga_ms2_NMR_D2O_127	aos133_ga_ms2_NMR_D2O_128	aos135_ga_ms2_NMR_D2O_129	aos140_gt_ms3_NMR_D2O_130	aos166_ga_ms2_NMR_D2O_131	aos167_ga_ms4_NMR_D2O_132	aos169_ga_ms2_NMR_D2O_133	aos197_ga_ms1_NMR_D2O_134	aos196_ga_ms3_NMR_D2O_135	aos193_ga_ms2_NMR_D2O_136	aos198_ga_ms2_NMR_D2O_137	aos88_ga_ms2_NMR_D2O_138	aos94_ga_ms2_NMR_D2O_139	aos85_ga_ms2_NMR_D2O_140	aos99_ga_ms2_NMR_D2O_141	pooled_mutant_NMR_D2O_142	pooled_pd1074_NMR_D2O_143	solera_NMR_D2O_144
ppm_4_1642	0	0	32.89	1318526498.80467	1318526498.80467	12051980395.9539	1318526498.80467	1318526498.80467	1318526498.80467	5670281461.633857	1318526498.80467	9447463495.298792	3378471107.837693	7989508824.495398	2896870843.420248	6429206311.677678	1318526498.80467	5584270545.900415	6647900545.291853	1318526498.80467	1318526498.80467	9256952796.316036	7085467068.523903	1318526498.80467	10047312316.02463	1318526498.80467	5785392944.029222	4774794771.229548	1318526498.80467	12151944277.97674	7425807790.06061	1318526498.80467	1318526498.80467	1318526498.80467	1318526498.80467	1318526498.80467	11522942094.55365	11922380844.61276	8937813486.273422	11048655742.19068	10855993082.0704	1318526498.80467	7976330480.075991	1318526498.80467	1318526498.80467	12082531122.58611	1318526498.80467	1318526498.80467	1318526498.80467	1318526498.80467	2206206417.072577	6798681508.552547	5618578302.169788	3568768524.243507	7400730014.854218	7235518207.626606	1318526498.80467	1318526498.80467	9544843852.896639	1318526498.80467	5111543992.75555	13086453029.00114	9822620532.613384	1318526498.80467	6853562467.470324	3521400025.033784	1318526498.80467	1318526498.80467	1318526498.80467	5384312267.517797	1318526498.80467	1318526498.80467	1318526498.80467	1318526498.80467	1318526498.80467	8079176841.367904	12430779377.43683	1318526498.80467	6060344871.619367	1318526498.80467	9068493943.805401	7482036214.834494	1318526498.80467	1318526498.80467	1318526498.80467	1318526498.80467	1318526498.80467	1318526498.80467	5594628990.310879	1318526498.80467	1318526498.80467	1318526498.80467	1318526498.80467	1318526498.80467	1318526498.80467	1318526498.80467	1318526498.80467	1318526498.80467	9024376911.333931	11648415751.99093	7082179376.047441	4848487744.996686	1318526498.80467	1318526498.80467	1318526498.80467	1318526498.80467	1318526498.80467	12669659588.46145	5451667228.532055	9008445905.942394	13370714071.57858	6057528789.533926	10967010615.82841	4185889725.245862	23218081776.1876	1318526498.80467	6738395397.698822	1318526498.80467	1318526498.80467	5389285395.502218	5753573501.445246	8349867745.860936	1318526498.80467	6180125672.044571	6937425737.471263	12464889447.07928	1318526498.80467	1318526498.80467	12313577374.02283	1318526498.80467	1318526498.80467	1318526498.80467	6077975381.003842	1318526498.80467
ppm_4_1895	0	0	71.98999999999999	20734475288.48689	12946862091.13587	24214723332.31159	20162954999.35733	26011461231.44902	16234871701.38991	12131666178.86187	8697307636.414595	9845693525.314331	8688235297.891407	26607396911.44571	6960777768.433879	25720839986.07911	20931565696.76785	11804209191.17993	25239590237.36806	8885148945.778824	12568629670.42965	18192859106.63596	14059380388.75748	21692147087.17211	10149264929.76069	14219840671.27547	20306677407.00714	10173098010.47253	25847103204.42315	28890792158.12561	14544927716.72388	28514505690.35979	23849082957.81017	15626234735.00882	18743600051.53216	9629858703.397047	35260076791.37306	13341687406.34878	20043287631.01938	11823603169.84291	10911593677.87453	15734839717.92894	14452985642.18734	19229078822.0037	20297706876.89587	19472411130.46188	34045991263.6909	3879028919.860667	10432113426.49147	10437947626.19669	2742690332.908111	11681324460.83994	16486844338.20803	6629005621.355784	16560063433.05322	25415062575.74384	41016985749.61232	29789026456.64822	17437221594.22942	5558121382.786732	13184487249.54518	22826298880.12006	19942233303.61347	16716505644.46253	8080407158.9001	9338431641.048332	11414196685.30659	23002448443.19671	28261177021.02362	13850142020.33987	15930957892.39139	28720200350.39241	7018145934.253576	9556781952.284716	13137307694.59047	12576897552.767	19023964101.49696	19136751370.56705	12023114729.92884	16166951955.03859	15695083118.4733	18974988976.40122	25131762264.85116	11782285297.90402	13116193934.75058	16467580242.35721	19874849186.41753	15616306147.60703	9396900947.651817	22636083919.65636	103288529690.2902	23163675517.70836	14537649777.50803	24083833658.32912	13082175231.30527	3808831717.114585	9684107238.389809	14196855166.20545	11874115190.87608	17598682063.75991	13471223878.43577	9883770915.332394	42502510080.46247	10168627362.14824	6553554018.316528	26942347880.06794	21432100274.96036	17526551201.81714	12667445735.39471	11947629394.16103	14268890895.92719	10389515430.48921	12644555347.25397	9476150035.749922	29193478156.99945	13244473731.73564	17091494230.36503	24145139109.47475	13525825457.25364	15619489258.24326	18778128690.45892	15126964711.04949	28738569287.27831	12215904023.16191	18649662820.5574	93480791312.80362	9444150719.520031	12032746875.13017	20945063441.72358	7755834892.872631	14538049606.81531	22071041138.95835	14056394628.01445	14706959198.59867
ppm_4_2203	0	0	65.90000000000001	1945335095.043968	9473862840.751474	18184206186.50494	1945335095.043968	10573205837.18457	8806715754.460342	8450762209.378826	8458327315.142735	8562801396.157151	5040273319.587735	12962137372.85195	4474682685.038886	11670905603.87617	11788614299.4416	8297268414.319508	10839518815.13033	6715994754.813914	15520672908.10274	14288318343.822	10859637180.59098	18461666037.1369	11837922229.54405	10954117070.44984	8219083344.646197	7599940677.991768	13143195364.49842	18663139440.86781	9888264210.54431	1945335095.043968	1945335095.043968	13742773662.22526	14907644270.33207	6113210685.381678	17808458355.74867	13383652474.99535	13435616777.03824	7752972127.456966	9138819411.509104	9762039340.900673	9717355064.59267	1945335095.043968	1945335095.043968	1945335095.043968	1945335095.043968	1945335095.043968	1945335095.043968	8396636868.420259	2828767165.063186	9164452756.353626	10254383720.38392	5709629143.524748	11791118811.08981	11532208540.26592	17001731657.37619	1945335095.043968	1945335095.043968	5094605920.078025	8207939296.09367	17387004932.9427	1945335095.043968	12724630823.25159	9074756092.645628	5035835647.580513	1945335095.043968	16581683758.3042	17467339316.99434	9637699816.286293	1945335095.043968	20175282821.4238	6947665197.707323	5603116912.370321	1945335095.043968	7650840926.538311	12476841574.14995	18776503391.72256	9610359201.85393	12556258019.40714	11214064666.27053	11899352335.46245	10063536155.19657	5703571442.922971	7855620352.572065	8362880409.321122	1945335095.043968	1945335095.043968	8671349311.802013	13560854656.45307	1945335095.043968	12670086690.06644	9104261493.518904	18766625323.72749	9349311562.287498	1985562861.645776	7321171500.332059	9911581678.998793	10188329565.50065	12407596046.35534	8043277178.216597	7717809682.271496	14106470460.23427	9807661179.008717	5794817049.827867	18879676018.33572	17154383873.76359	12201284128.28941	5896867041.482944	8450648285.585423	10222205653.4729	9300959887.819723	13070082564.81069	6999386715.62493	24268251026.13699	10543894308.80873	1945335095.043968	18197565231.26067	9824416024.773491	8937873165.318726	1945335095.043968	10639758359.23689	8741453644.854874	8884536122.80994	11514222800.38213	17331699670.60933	7160096493.768919	11076589885.84512	1945335095.043968	7676555478.345312	11269239298.71578	10259433020.37636	9225961981.973858	1945335095.043968
ppm_4_252	0	0	89.98	22451881083.42264	12969577570.61884	27294063943.85667	15498089653.2045	14531193083.23871	12306968347.82042	10866988707.7603	9655818710.839378	10612002417.93959	6557704502.994281	18721863820.6252	5958110018.898208	15231541496.81969	12880083618.54606	11222960246.44857	18484818840.2527	10126613602.3739	13655778757.60258	22233971712.58271	15173279055.56602	26848504070.72644	9793480329.10446	17786618276.35284	11128114986.28222	10846122496.33723	18735677160.00127	19355756560.72169	14773729008.96965	19718167896.49937	19771565856.79489	27137441975.88952	27836084207.41128	8017871197.829271	16250429493.73679	22470596826.95049	18981467661.72758	9955135944.805622	11075476670.82012	14886981230.13227	13821794695.06392	15989675935.23847	17468064133.02443	16920273965.19156	22264333326.70966	2678274538.686951	8545294768.741615	9519539400.586182	3682169219.10684	12791579759.26475	13538028055.82549	7753565688.365726	16781109568.86235	16520055916.49944	21275389624.25568	18332292344.20012	17517689044.29808	6937384234.003025	12004242177.69077	22013822935.86154	16018811345.46138	19619762807.69536	7222293588.724266	6760681703.761234	8465755084.936449	19980483048.3046	21681952611.45539	12168919408.06386	18536239684.73514	19757180022.1305	9584713232.838627	8560927137.78902	12622853593.95307	12773709134.44059	18693643447.84973	16485787821.4744	12655731582.30589	17968917738.58673	18648868076.57572	16082835141.15179	12158511536.83785	8792707580.120157	11630958182.0958	12834102650.56256	16352293246.12174	15263364256.4964	10936863355.53032	23124386845.75943	21526755637.64429	13575869719.23338	12369913381.67774	25757132679.27081	11768863858.07795	2595845704.689329	9427195366.488447	13914005558.0195	12520066779.51049	18116848041.15342	12087993810.79973	10263711903.77302	24631898411.23362	16377609960.65206	8040191598.921593	26473757308.02145	22081435765.1704	14270474661.6769	6743956173.165092	13820615438.50429	9909761655.209187	8680046344.904119	19021829719.92017	9697312629.323023	29767179793.40152	15066832489.73023	13867244316.99827	27052783017.66714	15357750597.6019	12642689972.56407	11654507888.98585	14979499224.67621	12310896149.1242	14033207967.74629	13098097439.80689	19015861004.90628	9677079662.986326	14782172148.01484	22133353113.34347	9443363661.493641	16871904013.36151	15435160710.71621	12697046398.06339	12630103651.6948
ppm_4_2788	0	0	42.86	12910155571.33415	1787795584.263965	16510894405.95611	12822289069.01177	1787795584.263965	1787795584.263965	1787795584.263965	7670198787.578965	9952790565.49411	6436578665.970978	1787795584.263965	5533495326.016272	13522399942.49646	11497959209.16644	10314490326.7622	1787795584.263965	7764542421.207823	1787795584.263965	15846608922.26595	12562978278.01579	15512991481.9455	8275307449.355736	1787795584.263965	9982412501.38369	1787795584.263965	11279023574.94832	14451885364.77775	9847588328.902845	1787795584.263965	1787795584.263965	9612906200.264692	1787795584.263965	6960197213.507698	13019032422.99523	1787795584.263965	13823289984.026	8632899497.877016	11464015072.08507	9608392239.098816	10994754640.74915	9714934439.041428	9902047119.220318	14065039513.47288	17233253322.62418	1787795584.263965	1787795584.263965	7588129848.945251	3492863715.782037	10545080455.68922	10740707625.7436	7114518307.83517	1787795584.263965	1787795584.263965	19662593250.33502	1787795584.263965	1787795584.263965	5266919456.63647	1787795584.263965	1787795584.263965	1787795584.263965	1787795584.263965	7279069002.408977	6163128908.540764	7956986963.142388	16238922457.04709	18817335448.55653	10975672414.01338	1787795584.263965	1787795584.263965	10569411267.10515	1787795584.263965	1787795584.263965	11859963598.05157	1787795584.263965	1787795584.263965	1787795584.263965	13926053370.63273	1787795584.263965	1787795584.263965	1787795584.263965	5817385073.359818	1787795584.263965	9451272982.122137	9465442943.092348	1787795584.263965	9716938349.385752	1787795584.263965	20336605055.59662	1787795584.263965	11045133872.00551	17950733942.87267	9102238496.560633	2773152632.906563	8656681269.82255	11397185651.53024	11802348997.06952	15181266867.82907	10313802204.30436	1787795584.263965	17761235509.11766	1787795584.263965	6173888402.250896	18614991689.01998	1787795584.263965	1787795584.263965	7550891970.927132	10820839806.37034	1787795584.263965	1787795584.263965	12097593326.96881	1787795584.263965	22041385489.24248	11903544018.71589	1787795584.263965	1787795584.263965	1787795584.263965	1787795584.263965	1787795584.263965	10867491661.03519	8518828011.877801	9712374031.36849	10954542029.25974	16305641442.1383	8483781020.624115	10999187019.63655	15222269902.17105	1787795584.263965	1787795584.263965	11791493931.33381	9946040517.585634	6772652459.337761
ppm_4_3028	0	0	66.13	11810298720.30094	12476386753.08681	22184516784.72899	13149150225.52739	16788847032.71618	12956029434.67298	11322951369.25382	8621834529.768879	10710797537.91995	7110673178.901842	20194270396.28848	7029372731.16595	16168147627.67162	13218412996.95415	14050022584.55916	16873799520.42302	8689177481.980648	12842209775.88326	21640144501.30256	15270377867.39977	20487203452.79404	8974347164.46352	16052572469.79019	12284756877.91066	11188713741.03372	12043302136.99535	18079642356.52483	13063899240.0846	23985031978.65277	15154277506.95813	11697317605.65136	13944732847.3661	7514227302.585722	15707721826.98999	13026857031.00978	18094820831.84797	10092852376.08543	11129062497.72645	12130399380.04971	13801036362.75002	9611126694.047575	9769927643.352955	17156693983.47981	20334700022.99005	1873753942.698277	8512983026.348261	9049098627.26259	4111963054.749475	12851469831.00153	13249421605.25016	8372521598.637392	16313170972.9007	14595569655.23338	23747030403.51718	16222595935.16533	14853140555.3946	6267837400.354055	11320538625.71923	18937897424.82974	15194151359.23725	17882232978.40947	7841436508.438729	6434696964.442097	8020927888.911833	16357911496.38706	19585308034.6123	12127088879.80504	15301830636.62408	18404583141.52093	10240561365.31207	6838868261.833971	7906565179.329736	10287117980.6788	14600861101.13209	17634023649.89571	12447766745.09203	15936443690.51625	15724201276.33054	15540643914.01494	13386400994.80718	6804569485.781249	10480791432.05333	11534518533.91661	9298445432.154343	8514099128.838958	11439844320.15513	18911701702.07777	23876522013.28566	15219796788.86012	13418063276.30801	17784666565.64461	9729359586.489666	2862222714.315587	9623971340.322733	13671062895.46313	14013212455.84876	15137963872.32587	12207517390.62526	10386184150.95378	13020035345.985	8114008556.929486	7213427048.940104	20397961740.71139	18818362414.67138	10790172008.95727	7600893977.362717	10234164528.80857	8190115934.675966	8523044346.624344	11479147640.73096	9521771950.277391	21337984537.77486	15035311430.28509	14515255230.26965	18230860472.54758	15163568413.5279	11275250088.48051	12453447708.46988	13029561167.06139	9922837285.713697	12642459108.80476	13290539223.21861	19781845233.79316	10342782471.25943	15766760986.92472	16736444219.15831	9655766309.797832	14862828926.88161	13357076384.8818	11755284770.28817	6846541167.206684
ppm_4_3323	0	0	32	17357885582.68827	10031777984.92318	17924708319.16378	14251071073.3157	15438934186.362	11186237576.1153	13585934141.71933	8907220115.63063	10496948795.14908	8237825065.657528	21008172606.96356	6587779709.670781	19133222760.48872	16061264487.74644	11694822881.39405	17520513955.02005	8620134476.264397	12761895502.56453	17034674811.85897	13420141958.79888	15777458616.56701	10263920540.11856	12023926491.72013	11818852478.9056	10823427312.07162	11868936624.79636	22472421727.06939	11824309212.72478	22970220072.18649	13777788070.34949	9573671482.923389	12865319287.37932	7185855824.838785	20598194115.05301	10652825144.64134	18455303435.05835	10958906347.05384	12273769430.2856	12214572827.77188	13377856596.41202	16589402795.20999	17387215043.08381	19497950488.15043	21131952915.06749	3261976877.738646	8750542900.932793	9537563186.449589	4164371525.21839	11669422226.45392	12835271078.13534	8449425399.177212	16997701389.42395	18431208761.69156	26728521186.82401	19571330649.56881	13546145714.64254	5454648746.54621	10792379918.1217	15790277124.18473	17963428064.81429	13632858768.69552	9465956804.851582	6895887063.713205	9094433187.141983	16657728516.85707	21722031580.30612	13232305991.93874	16068867715.98859	18184132249.45612	14108888552.02716	9853463079.043606	10142724888.37616	11338657184.99853	19807615580.93194	17917282727.70161	12464465837.6244	18709180756.58492	12648365835.55061	15769518730.11972	15131603521.34272	9773535827.872633	12429184397.34646	12227720764.76127	16707361715.8423	13791058472.23512	9802871430.269119	17380060015.45118	40987721704.98794	16226139877.49062	13845695942.66811	19393446166.64576	11097826245.34942	3002513341.454366	9766069958.963778	13393666118.35632	13912754087.74943	17417425700.32545	13120538986.43606	10012083364.61662	20672711353.3714	7399252943.087137	2972398707.521603	19718552956.49836	17312117759.42785	12599857118.74168	8248201645.279488	10447648797.57201	16745917553.53537	9238276200.245743	16083772628.1589	9579113590.303087	21988458527.52895	10506541729.96239	12727549490.1537	15166486901.41018	11167345153.76722	12050745051.66879	13602566197.63817	12391395462.84162	13028095670.88964	11209336623.2517	15004164055.90519	36837562770.51418	9248014362.997681	12089274984.45049	17959583582.23991	8030200833.648094	11497785594.6503	15143971273.66895	11832438922.61133	12923543655.06727
ppm_4_357	0	0	58.39	1834697608.74569	9801420282.302313	19711575938.40515	14887668191.76484	10082588764.30993	7640447435.138498	8166620980.632902	8291390203.955229	7723351350.424423	4948236900.905912	11636076329.58017	1834697608.74569	9861654802.172489	8951010488.658119	7816422319.413926	9977553149.753439	6289790628.717324	1834697608.74569	13872129494.53023	10100416474.92606	1834697608.74569	1834697608.74569	11902891496.95285	7961536691.659122	7669864736.305477	1834697608.74569	14844592310.44371	8999995966.46722	13559740898.79909	9882092049.753254	1834697608.74569	9471223059.993576	7638010826.693161	14565417990.86921	8571882784.220879	13997192459.83579	6728167185.462666	1834697608.74569	8560513141.196208	10297636082.91045	1834697608.74569	1834697608.74569	15219076453.28238	18301185028.15992	2115242401.343573	1834697608.74569	1834697608.74569	3011227394.861836	8781393896.266064	9222927855.030144	4994239678.953228	12675956329.47587	10532297826.60482	12407378527.42029	13448596727.31705	11496802661.13865	4200439057.532527	8329425821.652993	14101522402.25226	12261954788.20043	12862528824.16235	1834697608.74569	1834697608.74569	1834697608.74569	16831825130.98544	19820439107.9925	8238927075.587412	1834697608.74569	15800899175.03382	1834697608.74569	1834697608.74569	5996257148.085115	1834697608.74569	1834697608.74569	12388748562.92078	9049601365.809582	11712376969.68909	12195356045.25902	10851149407.59299	9137953044.85323	4807996983.51418	9135170134.176895	8771409219.42861	10402724686.97427	1834697608.74569	7324787831.508911	13791687936.56481	14943911907.99341	10251398484.44246	7819133162.64134	15062758690.74055	8660858573.560101	1834697608.74569	1834697608.74569	8115924291.597857	10192402751.6257	14987006915.50013	8310310606.203185	6816638104.733121	1834697608.74569	6682364328.691139	4814246682.241116	17658415577.94155	16769362784.00325	9320145216.819454	1834697608.74569	6748775193.103855	1834697608.74569	1834697608.74569	12037240961.09497	6600176912.02054	27041234107.25446	10733475754.37806	9506657421.477036	1834697608.74569	10825821616.68186	1834697608.74569	8623130518.432426	10090814427.9206	6210672534.033388	8458094074.258181	9758989106.272463	12985099106.43383	6027201266.416243	9497763955.27059	16480162144.76486	6104115121.729351	11165780224.09156	10577713584.11785	8771726479.254057	1834697608.74569
ppm_4_3779	0	0	16.84	22272535619.35467	17031192927.58724	34499100428.43856	19289217558.93259	19157591324.37086	12723561739.65393	14203189481.03523	9361027682.058317	10930582148.13023	7917634252.955671	24798036568.48601	6308612268.947227	19721553881.26317	16375465700.59576	11542067255.22919	21293855506.49281	9329626160.810055	18871396179.04271	28637564893.12484	19448334358.23001	32717933718.75448	10992351488.74786	22051410157.35783	13588477297.60494	12403269936.77533	12151559988.17443	26015914883.04756	17753839486.45097	25198508755.42708	23277585038.08742	15018872850.9993	21388218126.71929	8800633362.71715	20426909096.026	15723958382.98197	24393422691.22635	8976388383.489511	11911302894.30759	14579022688.90666	16705259184.19507	19608782237.97374	20312670006.16612	20491603555.26516	27826370282.30758	6070966088.126564	8471589287.801932	12190510833.84748	3876711759.775625	15817454794.66865	18314456616.42677	7722662531.31862	31407508537.51466	24132937871.28706	35355018117.02145	30570910728.79406	23735607639.92775	8157624370.132097	15608701825.02535	30412816555.84081	23378163412.47758	23971296672.1839	9581547237.007093	7757453133.617184	11091432211.16693	27380306046.10331	27693667276.84248	13939417005.85934	24930352415.88552	29929682271.81229	11325410269.63327	8680638151.881393	12065428032.51889	13886351519.68583	19004140910.86017	23646568696.86493	14126546298.5488	18585831990.47123	24892006794.19554	19859712893.79984	13094700567.54812	9601383018.536663	15841790927.0705	17765468297.77256	20194136387.64796	20566491734.35992	11289343044.01204	33583734182.35041	26667666520.31393	18089501584.39172	14653550207.78381	27079259758.19846	14047671833.29157	2266931039.200173	10292930187.70202	15769310252.10326	12286147389.04142	26881396826.45876	13100055154.54671	10748417805.50109	19514560226.8357	10554810287.54162	9194287360.878912	35299238717.38442	26119360247.14738	15239358565.88509	8792626188.406265	15246323586.06665	11194437264.36729	10005204930.16685	19379494018.12399	10707620483.76122	32388064062.99986	16803017051.82779	19629884373.06866	25822301096.18221	20918602861.31799	16142119833.62825	17839831457.7301	18564518827.59428	10608033287.0623	13587272200.04613	16073794416.08845	22899443651.42355	9497573633.202864	20224601825.20869	30294295546.67634	9565819582.715324	21045490996.75352	17734640745.61325	15898304867.51217	17214776628.34332
ppm_4_3958	0	0	57.37	1826818640.400816	1826818640.400816	12553929112.1217	1826818640.400816	1826818640.400816	6989039772.895652	1826818640.400816	7638413453.407244	8447935087.487196	4995948889.658341	1826818640.400816	1826818640.400816	1826818640.400816	11380203769.43265	1826818640.400816	1826818640.400816	6624901113.207705	1826818640.400816	1826818640.400816	1826818640.400816	11187331320.37066	8394834613.281795	1826818640.400816	1826818640.400816	7300039607.484315	9464704593.398485	1826818640.400816	1826818640.400816	1826818640.400816	10446205391.71213	12049084217.89933	1826818640.400816	1826818640.400816	1826818640.400816	1826818640.400816	14027469509.01465	8056365750.10314	8983958295.541641	1826818640.400816	10247771297.41197	1826818640.400816	1826818640.400816	1826818640.400816	1826818640.400816	1826818640.400816	6981752006.593899	1826818640.400816	2845197513.464263	9562255468.841015	1826818640.400816	5113425812.760626	1826818640.400816	1826818640.400816	18034816377.10901	1826818640.400816	1826818640.400816	4670066767.411566	1826818640.400816	19612595354.91943	13457145283.04154	1826818640.400816	6834043448.005333	5165315111.545118	7083856996.748887	1826818640.400816	1826818640.400816	1826818640.400816	1826818640.400816	19101951717.6086	6203971066.765871	5553864436.077015	6623521569.679845	7323969094.179402	11860017552.17766	1826818640.400816	9505207106.0832	1826818640.400816	1826818640.400816	1826818640.400816	9818251429.724531	5704907687.539226	1826818640.400816	8710508488.561993	1826818640.400816	1826818640.400816	1826818640.400816	13242302184.11566	1826818640.400816	11339908201.2233	8565463383.274354	17071015338.47056	1826818640.400816	1888248110.139895	6843426238.891344	8480770603.752812	1826818640.400816	1826818640.400816	7443909308.704586	7650593708.542746	9788314449.88521	8310248600.508628	5527066604.710359	1826818640.400816	16094242701.01316	8854404589.206589	4890758784.910192	7954675626.532428	8306429439.572365	6776398848.44486	12691314109.367	7340785939.390654	1826818640.400816	1826818640.400816	1826818640.400816	1826818640.400816	1826818640.400816	1826818640.400816	1826818640.400816	1826818640.400816	7331365423.568944	1826818640.400816	11581159692.00847	1826818640.400816	7049705634.440769	1826818640.400816	1826818640.400816	1826818640.400816	1826818640.400816	1826818640.400816	9436151355.608686	1826818640.400816
