ppm	blank_peak	blank_intensity_flag	align_score	solera_NMR_CDCL3_3	aos122_ga_ms2_NMR_CDCL3_4	aos127_ga_ms2_NMR_CDCL3_5	aos129_ga_ms2_NMR_CDCL3_6	aos142_ga_ms2_NMR_CDCL3_7	aos145_ga_ms2_NMR_CDCL3_8	aos149_ga_ms2_NMR_CDCL3_9	aos25_ga_ms2_NMR_CDCL3_10	aos27_ga_ms3_NMR_CDCL3_11	aos32_ga_ms2_NMR_CDCL3_12	aos43_ga_ms4_NMR_CDCL3_13	aos46_ga_ms2_NMR_CDCL3_14	aos48_ga_ms2_NMR_CDCL3_15	aos50_ga_ms2_NMR_CDCL3_16	aos54_ga_bku_NMR_CDCL3_17	aos58_ga_ms2_NMR_CDCL3_18	aos65_ga_ms2_NMR_CDCL3_19	aos67_ga_ms2_NMR_CDCL3_20	aos76_ga_ms2_NMR_CDCL3_21	aos78_ga_ms4_NMR_CDCL3_22	aos127_ga_ms3_NMR_CDCL3_24	aos106_co_ms2_NMR_CDCL3_25	aos99_ga_ms2_NMR_CDCL3_26	aos108_ga_ms2_NMR_CDCL3_27	aos113_ga_ms1_NMR_CDCL3_28	aos115_gt_ms1_NMR_CDCL3_29	aos165_ga_ms2_NMR_CDCL3_30	aos167_ga_ms3_NMR_CDCL3_31	aos170_ga_ms2_NMR_CDCL3_32	aos173_ga_ms2_NMR_CDCL3_33	aos174_ga_ms2_NMR_CDCL3_34	aos175_ga_ms2_NMR_CDCL3_35	aos188_ga_ms3_NMR_CDCL3_36	aos192_ga_ms2_NMR_CDCL3_37	aos199_ga_ms2_NMR_CDCL3_38	aos200_ga_ms2_NMR_CDCL3_39	aos53_ga_ms2_NMR_CDCL3_40	aos56_ga_ms2_NMR_CDCL3_41	pooled_natural_isolate_NMR_CDCL3_42	pooled_pd1074_NMR_CDCL3_43	solera_NMR_CDCL3_44	solera_NMR_CDCL3_49	aos184_ga_ms2_NMR_CDCL3_50	aos185_ga_ms2_NMR_CDCL3_51	aos27_ga_ms4_NMR_CDCL3_52	aos28_ga_ms2_NMR_CDCL3_53	aos35_ga_ms2_NMR_CDCL3_54	aos36_ga_ms2_NMR_CDCL3_55	aos37_ga_ms2_NMR_CDCL3_56	aos38_ga_ms2_NMR_CDCL3_57	aos40_ga_ms2_NMR_CDCL3_58	aos42_ga_ms2_NMR_CDCL3_59	aos43_ga_bku_NMR_CDCL3_60	aos54_ga_bku2_NMR_CDCL3_61	aos71_ga_ms2_NMR_CDCL3_62	aos74_ga_ms2_NMR_CDCL3_63	aos69_ga_ms1_NMR_CDCL3_64	aos86_ga_ms2_NMR_CDCL3_65	aos90_ga_ms3_NMR_CDCL3_66	aos98_ga_ms2_NMR_CDCL3_67	aos99_ga_ms2_NMR_CDCL3_68	aos73_ga_ms2_NMR_CDCL3_70	aos81_ga_ms2_NMR_CDCL3_71	aos87_co_ms3_NMR_CDCL3_72	aos100_ga_ms2_NMR_CDCL3_73	aos96_ga_ms2_NMR_CDCL3_74	aos82_ga_ms2_NMR_CDCL3_75	aos84_ga_ms2_NMR_CDCL3_76	aos92_ga_ms2_NMR_CDCL3_77	aos93_ga_ms2_NMR_CDCL3_78	aos95_ga_ms2_NMR_CDCL3_79	aos107_ga_bku_NMR_CDCL3_80	aos109_ga_ms2_NMR_CDCL3_81	aos111_ga_ms2_NMR_CDCL3_82	aos116_ga_ms2_NMR_CDCL3_83	aos113_ga_ms1_NMR_CDCL3_84	aos125_ga_ms2_NMR_CDCL3_85	aos134_ga_ms2_NMR_CDCL3_86	aos140_ga_ms3_NMR_CDCL3_87	aos171_ga_ms2_NMR_CDCL3_88	aos180_ga_ms2_NMR_CDCL3_89	pooled_mutant_NMR_CDCL3_90	pooled_pd1074_NMR_CDCL3_91	solera_NMR_CDCL3_92	solera_NMR_CDCL3_97	aos85_ga_ms3_NMR_CDCL3_98	aos181_ga_ms2_NMR_CDCL3_99	aos193_ga_ms3_NMR_CDCL3_100	aos196_ga_ms2_NMR_CDCL3_101	aos26_ga_ms2_NMR_CDCL3_102	aos39_ga_ms2_NMR_CDCL3_103	aos41_ga_ms2_NMR_CDCL3_104	aos33_ga_ms2_NMR_CDCL3_105	aos44_ga_ms2_NMR_CDCL3_106	aos47_ga_ms2_NMR_CDCL3_107	aos49_ga_ms2_NMR_CDCL3_108	aos51_ga_ms2_NMR_CDCL3_109	aos45_ga_ms2_NMR_CDCL3_110	aos54_ga_ms4_NMR_CDCL3_111	aos66_ga_ms2_NMR_CDCL3_112	aos70_ga_ms2_NMR_CDCL3_113	aos69_ga_ms3_NMR_CDCL3_114	aos75_ga_ms4_NMR_CDCL3_115	aos79_ga_ms2_NMR_CDCL3_116	aos83_ga_ms2_NMR_CDCL3_117	aos87_ga_ms3_NMR_CDCL3_118	aos91_ga_ms2_NMR_CDCL3_119	aos101_ga_ms2_NMR_CDCL3_121	aos102_ga_ms3_NMR_CDCL3_122	aos105_co_ms2_NMR_CDCL3_123	aos113_ga_ms1_NMR_CDCL3_124	aos114_ga_ms2_NMR_CDCL3_125	aos118_ga_ms2_NMR_CDCL3_126	aos120_ga_ms2_NMR_CDCL3_127	aos133_ga_ms2_NMR_CDCL3_128	aos135_ga_ms2_NMR_CDCL3_129	aos140_gt_ms3_NMR_CDCL3_130	aos166_ga_ms2_NMR_CDCL3_131	aos167_ga_ms4_NMR_CDCL3_132	aos169_ga_ms2_NMR_CDCL3_133	aos197_ga_ms1_NMR_CDCL3_134	aos196_ga_ms3_NMR_CDCL3_135	aos193_ga_ms2_NMR_CDCL3_136	aos198_ga_ms2_NMR_CDCL3_137	aos88_ga_ms2_NMR_CDCL3_138	aos94_ga_ms2_NMR_CDCL3_139	aos85_ga_ms2_NMR_CDCL3_140	aos99_ga_ms2_NMR_CDCL3_141	pooled_mutant_NMR_CDCL3_142	pooled_pd1074_NMR_CDCL3_143	solera_NMR_CDCL3_144
ppm_2_0738	1	0	16.99	7558898356	31044599974	27562776775	19429675183	20134752336	7037839221	20498622235	2216314611	3728555906	3981744702	12590661562	1537409819	16492842915	17386226220	9521754855	14922260196	3371023366	14975097737	16839288757	13616219150	27956785527	24760211646	16599262486	14405845740	8927493187	6536682397	21726800105	28802659309	10142095810	20426456004	5533650772	18949343640	14785501793	16256487833	16344278440	20137687307	4086367251	14809286677	21280137691	19605957155	13546404277	13299815825	18222999520	25796169188	24405018705	1586630921	4405356642	1803170519	6764455683	16756900822	3396838702	25891160778	18200560237	45494104542	20129419844	19291015276	6540799296	7829291534	27561556214	26902318874	24437802873	12057715905	5167171597	25857017018	27829544374	22932346816	15681944798	23972484419	30275778052	17667167362	5502342798	21262996507	24726168566	23200513520	27272388459	8408210589	18724317669	21275966732	20724368938	10157993465	29734535302	19096433209	25762429146	17011012123	8933186674	4374183431	26213700329	15063419659	15806621885	5635355332	23926934644	2693956963	1149579416	7117612200	5642735187	1691554223	14791040819	3971342294	6973307892	15533838789	3920431756	6199924888	27923711692	19717783512	26639593063	21091649867	17845812345	26318774808	15718188910	23564557499	4857781230	22568945852	25069142482	16414250126	21684922989	26590287626	26540610851	11502781718	22823669099	3726645527	10214244333	15818717469	18491971716	5463308326	26083119987	25917687990	3997330342	25173267242	20555054489	28011727009	11404299831
ppm_2_0835	1	0	18.56	6023431507	28075594060	23299972236	17548630293	18483118857	6110693814	17773490431	1987681533	3116256851	369290370.6	11297602832	369290370.6	14175932629	13985543314	7891485083	13074991778	3071018996	13707530595	14667229316	11893035877	24045616869	23663746471	13914714805	12595830283	7870206682	5733605172	18179161490	27404109022	7970101062	18398942354	4947691076	17270420313	13002897080	14627412464	13695699224	16946588181	3812083442	14033983147	18679714268	17155162818	11222712673	10861797596	16317577533	21622642231	20040722781	1467837193	3360765513	1094223618	5054747413	13787586773	369290370.6	23003232765	16102065950	38176661048	17516452212	16028327517	5720290187	6565824012	23404591915	23614638653	21210344373	10422301009	5031535713	22848469275	22798449819	18409515192	13119443056	21785377633	23885812356	15751168042	4985397536	18825687806	21259354833	17760522660	25870345919	7343515952	16966694775	19307847505	19140677687	9054859624	24865004511	15864677649	20572423295	14336068822	7176153975	3356136703	21804224622	13345978582	13267827370	4616405744	21005995361	2141413947	372587674.7	6058796152	4985751517	934239586.2	12803415118	3325235480	5871252503	14271187961	3522317743	5277028311	22809956890	16419305333	23289438861	17526941596	14557533149	22762347034	11947010926	18388069461	3940045599	18633353807	21690795906	14479547709	19447636958	23579318232	23740893379	9200965372	20090921770	2810027149	8474863714	13794041604	16355951206	4762685224	24132597735	21170451244	3148473570	22059920627	18745085275	25834822769	9365994151
ppm_2_0941	0	0	32.44	3804134551	22408652718	10870292565	188987322.6	188987322.6	3727918024	12803672004	1101014834	1627381289	2294657593	7526145724	1238333289	9700296357	9397987759	5122083578	9549972804	188987322.6	188987322.6	188987322.6	188987322.6	188987322.6	21889337322	8090473983	188987322.6	188987322.6	3250144053	8828704871	22682391477	2152972118	13445029434	3297928187	188987322.6	188987322.6	188987322.6	8246630243	9263207163	188987322.6	14475509878	12132636020	12221896933	7811732077	7165488575	188987322.6	11241035453	188987322.6	188987322.6	2140088362	188987322.6	3352491306	9106321856	2157091474	188987322.6	9176412629	21192844865	188987322.6	7698547092	3840416332	188987322.6	13507514602	17061372182	14530628393	7034970226	3056463076	17368618193	10976516311	10755667731	188987322.6	188987322.6	12389160673	11310193860	2961773079	13778617829	15628524065	9160320403	21148994946	4588193151	188987322.6	188987322.6	13704818484	6301413526	188987322.6	9995080929	11309181196	9371974725	4871196778	188987322.6	10520717906	7859973384	8195033981	188987322.6	13853047131	1054226849	188987322.6	188987322.6	188987322.6	188987322.6	7256030030	1762376559	188987322.6	9070799819	188987322.6	3138223675	11536360825	11072515876	188987322.6	12819442942	9888822178	17352263354	7219700698	9747907693	1977242023	9735495446	188987322.6	8886852310	188987322.6	188987322.6	188987322.6	188987322.6	188987322.6	1547702861	188987322.6	9316561187	9497554952	2985973493	188987322.6	188987322.6	188987322.6	14950796502	14020730800	20257893862	5512241236
ppm_2_1105	1	0	44.63	6883687683	14142233005	8590200630	10261096115	11911575409	3855356450	8827879495	1729667207	2727008372	2894968078	8755180788	1778716906	8279463356	8194818244	4596146620	9886175169	3332303956	10050242652	6065709684	6395079176	7529724085	27658615004	7510747930	9492944558	6007137670	3831810432	6120780985	23305993844	4582611525	11186685403	3947252044	10049756573	10468528412	9927674326	8724602981	8590197192	4101614497	16577047826	10813984523	12019725371	10398427972	8673504183	11054784522	8532876696	4832095927	1736158717	3495531723	1292267534	4445097464	8542978637	2693761918	10441242884	9123066356	9536769856	8534048939	5592365679	4194842497	4948546782	11070513223	14023403160	13264131824	4795693245	3440977022	14373405829	8354135108	8736429765	7767096842	12480420067	7152180266	7784974598	2656937802	11474115824	14512973138	4871947079	21667838722	4880364207	10447813037	10303240253	13042717917	6828581613	11143523078	6876999549	6498114439	10971390842	6063236040	2164857608	7055319659	9459212903	7436163901	3072079138	14304745212	2098537549	1330255492	2768982589	4005009147	1406069422	7000653763	2941808882	3473849696	14040020254	3119820843	3258522047	7684917324	10294650144	9873349767	11186651856	9256119885	13530442410	5662336954	6339036742	2238723888	5897332146	13578719939	8482169474	12677226977	14522504759	14420806916	5931431392	12164372778	3470982409	3939898107	8421601444	10689133533	3561519108	16865609301	5798241661	2399541181	14472618480	14452888869	20859646488	6808621182
ppm_2_1319	0	0	81.31	2401078122	111170397.5	1638336596	6086372248	7937772589	1308616205	5106478596	439464739.7	642899452.1	1145401536	5290504930	524147351.4	4200819423	4302327533	111170397.5	6007134685	1420069302	6863568756	1417721358	111170397.5	556739989.2	111170397.5	3434811631	5144560930	3240665864	1470003290	2264036625	19970985833	1064968375	111170397.5	1739933354	6273208228	111170397.5	111170397.5	4970739696	4287989190	2021240422	111170397.5	6114903637	8298949483	7815076750	3864999311	7689265618	3405744732	1744185818	111170397.5	1112766847	557909886.7	1724712931	4126220966	1356651044	6218539507	111170397.5	1714308837	111170397.5	1976844800	2149683892	2184942816	5186783964	111170397.5	111170397.5	2507874404	1446178010	111170397.5	2482650140	5325016179	4534739722	9489920224	1587663792	4078416156	1274569075	111170397.5	111170397.5	1329084876	111170397.5	2135357109	6717693674	111170397.5	10523897688	3550237619	111170397.5	2540057768	1340787250	5992757067	2081206808	806983216.1	2459664764	111170397.5	3535871332	1208830115	111170397.5	490746848	225482201.3	1171139610	1819124314	278532090.5	4363921837	747937089.5	1201870578	111170397.5	1002718740	1493211635	3009043352	111170397.5	5582454567	6578243726	111170397.5	111170397.5	2482213820	111170397.5	687077082.1	2224813111	111170397.5	111170397.5	111170397.5	111170397.5	111170397.5	2736823124	111170397.5	746611755.9	1444105588	4665057913	111170397.5	1531563581	12128199745	2163075577	788264949.2	111170397.5	111170397.5	111170397.5	3127881791
ppm_2_1502	2	0	46.34	1770798975	8751390171	1965098983	6243809951	9127583456	1883598079	5423190858	896498872.6	706216846.3	1782618771	6414953473	1025768061	4721321193	5025218867	2826983865	6424135202	2059272248	7717180893	151504803.4	4349115542	706469158.6	44527376862	4855215117	5288810149	3477845783	1497372194	151504803.4	20008228578	1652572737	8879078006	2103829835	7957217504	8801684335	5178961064	5311385692	5631863725	151504803.4	18338611348	9281525278	11518889779	7487593221	3200106853	8098297787	4055719862	1509928174	724069883	2354563574	1170704353	2949240215	4796770992	2457749676	7175772715	6272477987	2699402184	4765301684	2473337627	2858335874	2877491153	6950932845	13841461915	11890209719	3423332121	2943356942	9270219916	3312544783	6877751028	5523098714	9936594729	2049141220	4836845482	2058926980	7430483980	13804466405	1850536084	21777737954	2812499681	7272570671	7771787941	11162098277	4538052051	4888485877	5092789679	2870752215	4871009569	1710130507	1318535649	2915022256	5946103722	3913647787	1797655986	11679939573	1027736684	151504803.4	1810198463	2269583937	900180368.9	5112170062	1414109297	1824565366	7041615541	1612446230	1976608227	3792244225	9233130037	6283385818	6962376026	8320064055	8685878420	2650778478	4630262907	958652217.2	2545482408	7694504492	151504803.4	151504803.4	9037678900	9347075961	2896321805	7271526574	151504803.4	1736465833	4690999426	7507407041	1878159880	11970216961	2676634034	1158083874	151504803.4	13673896972	18417288557	2313233864
ppm_2_1636	1	0	46.61	3660056446	8304423703	2414840299	5909907987	9104375336	1610517390	5053206205	647101680.5	1258890742	1459674525	6238205897	525183517.4	4335730653	4418100799	2407679628	5814448298	1645577207	7501170926	1854533289	4071418579	866378607.5	44527376862	5219672223	5063510752	3346491926	1948647789	2465210152	296909585.9	1573144675	9258816056	1903898375	8951854915	11359717591	4911469062	4930658375	6318533781	2467281085	18303081845	8105886959	10892567269	10442672169	5452968219	8252436553	5258964832	1390598487	1909353787	1421187848	801843597.8	2116342400	4265982060	1758943058	7279009895	6279521251	2755064977	5062134626	2739069747	2292882967	2467577245	7685799515	14514613327	12016148787	2681719581	1889256453	8409386392	4754537626	8502222788	4695948074	9756695877	2144723059	4212639672	1572608690	6855192823	14484352794	4236566012	296909585.9	2419175667	6627549576	8398103227	10923583308	3662116945	296909585.9	3813104352	1715683660	7247281939	4143463266	1141497577	3193353962	296909585.9	3620291708	1628287897	11485423778	728534572.8	953185711.7	1587857488	1977908358	610020081.2	6440145462	1057129408	1617851905	7637154575	1074383881	1976608227	4228639113	9666012878	7085686143	6338399644	9004672719	8359628286	2599238704	5041996556	1014986715	8830478681	7364403138	7965908025	14336491360	296909585.9	8489393308	2822731463	296909585.9	1239814528	1658472725	4498997537	8055587832	1752765820	11215257787	4537880465	1077675562	15838101438	14131626049	17440408485	4637382781
ppm_2_1737	0	0	25.49	176346129	176346129	176346129	176346129	8928016858	176346129	176346129	176346129	789778380.1	1158119926	6208594211	496666472.3	3952192051	3990561239	2056913778	176346129	1375806693	7225243816	1855346688	4053117968	497810097	176346129	5193003822	176346129	176346129	176346129	2364801262	176346129	1383824532	9352573582	1779625511	8987765009	176346129	176346129	4556536498	6292321983	176346129	18051757419	176346129	176346129	176346129	176346129	176346129	176346129	1554188198	176346129	1068120245	536237269.4	1801533717	3919268495	1501831025	7280028063	6251829648	2287704245	176346129	2289569697	176346129	2232917764	7676755967	14419616278	176346129	2511029200	176346129	176346129	176346129	176346129	4262373446	176346129	176346129	3990456251	1343983188	176346129	13529813418	176346129	176346129	2139854368	6389376888	8142466490	10717604463	3303471451	176346129	3218315882	176346129	176346129	176346129	176346129	3191167259	6610677746	3363122362	1408776525	11230313790	477801903.4	222951273	1328252814	1686940411	176346129	5283814476	699824169.7	1287375635	7417016283	176346129	176346129	3776936915	9022283410	176346129	176346129	176346129	176346129	2302430361	176346129	728770083	176346129	176346129	7870451197	176346129	176346129	176346129	2601747417	176346129	779798870.3	1446350699	176346129	8404581950	1581054488	176346129	3067582123	776445766.8	176346129	176346129	176346129	176346129
ppm_2_1837	1	0	42.84	1252148123	110957933.6	2405155033	110957933.6	9192745647	1236139413	110957933.6	501265159.1	110957933.6	1236443992	6306353787	728509191.4	3610651532	110957933.6	1990601702	110957933.6	1327522755	7511087086	2068447367	4584077669	244300942.4	110957933.6	6047363360	110957933.6	2873319124	1407171175	3044960123	13128269335	1789860373	9757652823	1590422973	9527866259	9873830005	4058155341	110957933.6	7001001881	1507126075	18042034212	8821440033	11353199259	110957933.6	110957933.6	6629096282	4457937644	1816299499	110957933.6	1074320653	1203733875	1650644472	110957933.6	1390070789	7633780477	6487983363	2232943338	4744745105	2283396792	1959932565	2063278486	8171389751	15257501860	11696642259	110957933.6	110957933.6	110957933.6	3184178933	7305059792	110957933.6	110957933.6	1324880409	110957933.6	110957933.6	5315397189	13747765196	2059276907	18969512744	1965150325	110957933.6	8542816416	10527165317	110957933.6	3348296777	3505295132	1168486926	110957933.6	1193179711	937878290.1	3321366173	6864745953	3112969686	110957933.6	11115278154	110957933.6	110957933.6	1379518772	1617575065	419287436.3	5504521587	786315428.6	1394076090	7622084623	1096914034	1385169232	4011417059	9172903268	7803884505	110957933.6	8840459547	6401815531	110957933.6	4720754488	832977739.9	3182610102	5481481342	8195440197	15254518908	6745352163	7100307837	2425449350	110957933.6	110957933.6	1766534114	3631556972	9028907653	1526038329	9475299614	2941359868	1074381860	17128828281	13855484829	110957933.6	110957933.6
ppm_2_1946	1	0	28.48	2306893808	6818894161	3227688020	4622186310	9509145158	1842362146	3733489932	578646322.2	1389636177	122134228.4	6441299915	873380457	3177644630	3716647562	1989382500	4840926513	1611983954	8043702217	2353331634	5058055990	802679378	122134228.4	7046155458	4338280854	2659440772	1959624442	3427549183	122134228.4	2355655121	10401538664	1454021012	10317805550	10560045464	4113798347	3813602755	7861232125	1413277606	17761842971	9743769736	12022366384	122134228.4	3104398579	122134228.4	4957889980	122134228.4	1280074770	1106859235	1705668291	1763377804	3601930555	1654298753	8205733798	6826948533	2664372676	4993579669	2459286346	2209023548	2138831596	8947969914	16044448369	11962875093	1989141507	1780838680	6569519617	3644291880	7910018812	3545862699	7942661629	1542163215	3051431883	1244709574	5238205855	13969408757	122134228.4	122134228.4	1845159175	5252562158	9161050244	10398513236	2872111110	3413412422	4179660374	1609603986	4357489201	1439103919	1109847681	3751950354	7273179132	2914008915	1227627800	11086939463	584567599.1	560006655.5	1562725895	1540057022	484923331.8	122134228.4	906584685.6	1584386692	8048100349	1256731443	1505399092	4445614962	9443087128	8645362948	5359625274	9379966999	6125367738	2136765813	4995928082	999488256.5	3627142356	5377232423	8690098224	16055412722	6401722005	6833196008	2348840263	5262602749	1091826561	2091505805	3572319341	9750296410	1802347975	9093249701	3155074165	1377622468	122134228.4	14081539965	15625066242	1938794448
ppm_2_2035	1	0	31.6	364610184.6	6881854292	3718640848	4509229767	9042130184	2344129654	3786120329	576707821.3	1782654185	1348646528	6445277251	684840697.6	3190520399	4040002886	2122126373	4990240514	1857164292	7765667327	2461834356	4857514693	364610184.6	364610184.6	7627699242	4475910291	2653464271	2467523446	2946525752	364610184.6	2148751793	11080177647	1506641178	10890962987	10780764464	3626887820	3832410157	8334545323	1409057195	364610184.6	10134418640	12214028751	9977246687	364610184.6	6541848323	364610184.6	1948621944	1799893480	1105664068	1214966622	1889810490	3889808062	1927314176	8455975358	7030149505	3219838768	5188126799	2674090823	2445537926	2321077314	9749775057	16100841528	12082291697	2032790319	2069375358	6390363004	3761478399	8350227762	3596342066	7743869264	364610184.6	3152289641	1341684997	5007286250	13694776452	4701845036	364610184.6	1884136667	5268677546	9419394451	10276793813	2870218672	364610184.6	4291778907	364610184.6	364610184.6	1914718310	1040925590	4210756108	364610184.6	2958092934	1289836927	10605223671	680761351.9	820561708.5	1575548596	1591136627	364610184.6	5804425234	805454294.5	1454686321	8322467438	1167206168	1656444468	364610184.6	9580626328	9453856748	5366442450	9485084085	6022211500	2248627100	5586507375	870702253.2	4054119406	364610184.6	9033846826	16075626491	6004748624	6492838303	2472931782	5296174618	1373497398	364610184.6	3401398746	10134465236	2105696009	8751498065	364610184.6	1110573693	17455439872	13965852816	15309686714	2352304191
ppm_2_2141	0	0	39.05	2273460536	6763060645	3194152619	4463458903	393603501.3	1960479722	3883563062	576707821.3	1398180193	393603501.3	393603501.3	393603501.3	3175955700	3724049767	2035292712	4591195878	1588924339	393603501.3	393603501.3	4244266190	1454338901	27265173937	393603501.3	4070113927	2470983393	1934518068	393603501.3	393603501.3	393603501.3	11096018317	1394188105	10966916907	393603501.3	2900420346	3721034652	393603501.3	1319185949	393603501.3	9902874115	393603501.3	11319949224	3289181064	6401804053	5300297596	393603501.3	1214788606	1076452893	393603501.3	1692696219	3566550427	1619067593	7990950929	393603501.3	3004669977	393603501.3	393603501.3	2075678351	2135935424	9905965949	15214499483	393603501.3	2112785674	1720082198	6009505286	3509497454	393603501.3	3436108277	7497109787	1903475993	3311755292	1205902388	393603501.3	393603501.3	393603501.3	393603501.3	1791992277	4992768189	393603501.3	393603501.3	2640596580	3319332332	393603501.3	1778289447	4623855916	2208580322	393603501.3	393603501.3	7561261180	2966091138	1278559938	393603501.3	645606848	603191355	393603501.3	1514209538	480687649.1	6108591795	393603501.3	393603501.3	8264927032	1167206168	1466684886	4958699148	393603501.3	9527973226	5141302968	393603501.3	393603501.3	2301430453	6236628863	393603501.3	4060778746	5261056573	393603501.3	393603501.3	393603501.3	393603501.3	2354897367	393603501.3	1090784787	1919826589	3401398746	393603501.3	1745283863	393603501.3	4144218385	774032487.4	393603501.3	393603501.3	14572752219	2666019416
ppm_2_2284	1	0	28.72	5342423370	7711724764	6327239944	6405997031	10580530714	4977028437	6373619369	3358559740	3439551312	3369995329	8719796847	3129589064	5578210224	7726468605	5271839566	7766258374	4423558143	9892716825	4355704304	7458567281	1049319297	30513360612	2016115868	4238578867	3050560096	3134547287	26019166165	10021398963	4136038209	12975469059	2298722736	12993139056	12886164975	3660524886	4756819313	2016115868	2818035850	17652866474	14459733576	15541705217	14454173794	6756393911	8680422735	9124424145	2016115868	3968710589	3634631892	3018498226	3974963467	5443544138	3726028563	11042270984	9051033377	2016115868	7028619513	4313613018	3701634226	3994328699	13364961716	17411099300	13870940693	4516903681	4522495552	8994866419	7161629497	12892038427	5499453063	8794720580	2016115868	5864560220	2940165889	2016115868	14729758387	2016115868	16519375097	3409028219	6139211678	10940957118	11470259317	5110100240	2016115868	8169264419	5328795307	7794421775	5504014834	3535062364	7567222507	10819980357	5615728060	3534514232	11786964755	3419899276	3753971812	4378727725	3718417317	3777210231	8919928957	3880688163	3884103857	11005424539	3687116938	4024683794	8996730061	12596166642	13050729813	8040613676	13199898363	7408295230	3951309746	2016115868	2220903633	2016115868	6608751123	11827899353	16938670836	7353571861	7809241580	4228943461	6221602519	3539131771	3522343846	5016957327	13437246988	3370688769	9117881718	2016115868	3030791626	18521467209	16222025286	16053155647	4726745323
ppm_2_2426	1	0	14.48	11866581599	25416262349	35656754908	21843028873	30032644348	10742410071	16765609209	6340321340	7172195955	6729708265	19556796382	5095501826	15589785158	3756670048	12573858177	16488680310	6861828140	23873455094	23297014357	21722782409	31021812907	34324410219	26238282706	10803876376	7766174526	8914643324	42359720618	22849476374	13943148492	27837825929	6159842289	28189184422	26397278186	10181420347	9511119731	30118255901	3775836478	19883892876	31975710804	28543803402	25329326582	17871903681	20383057123	33363909099	3756670048	5795180851	7118275555	4266335043	8572824521	16566743328	6220448083	34585449390	25655516210	52167326130	27086614487	27216091989	9466506959	10516573179	38873982237	33352745073	30094416642	3756670048	8100837826	15820504227	35642691459	31825554856	13433914518	24214367811	30771029640	10994669153	7520280031	14000421051	26088129396	22664751309	30616138522	9820041979	16123404037	29000045578	25219757243	10743585828	3756670048	21055084030	26520756279	21316031057	13994712884	7883214116	33628662839	24621976591	16458578492	8698779595	26945429901	6859345087	5234600737	11165245849	8580647903	5497889318	26109693656	8960058382	10570430950	24403489946	7663916156	10282429649	35775308560	25581401781	38388739864	13646050880	22404494874	14684978888	10657246546	30876157130	6889985155	36867428320	18234645739	27170821110	31563932565	21491499003	22127154279	12310000193	18102229948	7312379389	12416876018	14291848583	29744708742	8075832418	22112498019	3756670048	7008770865	35877095260	29157746128	29395096703	14170559293
ppm_2_2541	0	0	19.17	14089478881	37383483801	58647525175	31484650839	42733128399	13860170510	25233053743	811521378.1	811521378.1	6573746481	25542626512	2960266623	22630297629	18869709811	811521378.1	811521378.1	4904048912	32107822415	35670069044	29447827842	52554318579	28106579448	38720864662	15259767565	10340241191	10904968806	31730249955	33060133802	22068658977	39285873051	7962419497	39241157572	34938587084	14324684545	14040859288	44467851434	811521378.1	811521378.1	42726791096	37882745919	33123297355	23792056633	26043426509	51200472909	34158413685	811521378.1	6931189527	1762615178	9917898320	24736223710	4645716482	50592949687	37370932426	76957274250	40914055158	43623688221	11346800160	13343712562	57368286505	45934476970	41599657961	15499451089	811521378.1	24249997547	60947922861	46791579850	18662906713	34839521963	49968553618	16186381338	811521378.1	19825176438	38350475176	37236113836	41002541872	12359086021	21694931378	41384563377	34065785831	11423724923	42567974734	32562830727	41751110634	29610972733	17926870660	8683538326	52439735785	32063162582	22064810334	10942330338	38187906956	6606628774	940280934	13606296674	9377320932	3097386459	36526405032	8892900608	12571944715	31772656515	7831084975	12036493031	56437471052	35727425607	55846040869	21115379053	30956694676	23743179943	16932425751	45273535628	8982893596	60374795455	26904123782	37046599972	41842208380	30903906882	31287825043	16715086326	26304533057	6421585747	17425471454	19491893023	39790491444	9269768569	32094046177	811521378.1	7307136601	48412831756	36677594040	37918904517	20428687170
ppm_2_2657	2	0	33.84	12349552035	1035603524	46072339478	24906706926	33478769281	11556998195	20849567804	1035603524	5738871437	1035603524	21873234439	1035603524	19147953643	15793952159	11409137877	13706567222	1035603524	27141954624	27759535885	24654869991	35287119326	60889713554	32710142720	13545909361	8834645855	8125312802	1.35682E+11	26413770653	16371657509	33272701124	7014439935	33495808756	31928932767	11184286347	11505801177	36401434350	1035603524	1035603524	35729363600	32142396872	28450675091	1035603524	1035603524	1035603524	1035603524	1035603524	1035603524	1035603524	9008360280	22390025918	1035603524	44871261406	30286970976	55135742247	1035603524	34435130770	9757083703	1035603524	48671297013	43860821064	34238031323	14556993636	1035603524	19244097380	49266453270	48419827578	1035603524	28397821541	36964517257	15324956305	1035603524	1035603524	33730437741	31396489063	33338492659	10102614530	18896507221	34238404694	27645997542	9323958936	38049977748	27565066406	30756648636	43990261019	14765331836	1035603524	49266897029	27299665041	18356342236	1035603524	37770434317	1035603524	1776946055	1035603524	1035603524	1035603524	30334439841	1035603524	10936679533	27162083600	1035603524	10263071903	51497384438	35313628444	48206936079	21727106140	32451416174	21742123296	17719326405	37314132889	7581281747	58224927591	1035603524	30368657216	36335654237	24309228930	24858211209	14680207024	1035603524	5936990740	14237817288	15937492753	33432519183	8264193753	27156279444	36949599226	1035603524	39268738732	30478474153	30775796763	16196389960
