ppm	blank_peak	blank_intensity_flag	align_score	solera_NMR_CDCL3_3	aos122_ga_ms2_NMR_CDCL3_4	aos127_ga_ms2_NMR_CDCL3_5	aos129_ga_ms2_NMR_CDCL3_6	aos142_ga_ms2_NMR_CDCL3_7	aos145_ga_ms2_NMR_CDCL3_8	aos149_ga_ms2_NMR_CDCL3_9	aos25_ga_ms2_NMR_CDCL3_10	aos27_ga_ms3_NMR_CDCL3_11	aos32_ga_ms2_NMR_CDCL3_12	aos43_ga_ms4_NMR_CDCL3_13	aos46_ga_ms2_NMR_CDCL3_14	aos48_ga_ms2_NMR_CDCL3_15	aos50_ga_ms2_NMR_CDCL3_16	aos54_ga_bku_NMR_CDCL3_17	aos58_ga_ms2_NMR_CDCL3_18	aos65_ga_ms2_NMR_CDCL3_19	aos67_ga_ms2_NMR_CDCL3_20	aos76_ga_ms2_NMR_CDCL3_21	aos78_ga_ms4_NMR_CDCL3_22	aos127_ga_ms3_NMR_CDCL3_24	aos106_co_ms2_NMR_CDCL3_25	aos99_ga_ms2_NMR_CDCL3_26	aos108_ga_ms2_NMR_CDCL3_27	aos113_ga_ms1_NMR_CDCL3_28	aos115_gt_ms1_NMR_CDCL3_29	aos165_ga_ms2_NMR_CDCL3_30	aos167_ga_ms3_NMR_CDCL3_31	aos170_ga_ms2_NMR_CDCL3_32	aos173_ga_ms2_NMR_CDCL3_33	aos174_ga_ms2_NMR_CDCL3_34	aos175_ga_ms2_NMR_CDCL3_35	aos188_ga_ms3_NMR_CDCL3_36	aos192_ga_ms2_NMR_CDCL3_37	aos199_ga_ms2_NMR_CDCL3_38	aos200_ga_ms2_NMR_CDCL3_39	aos53_ga_ms2_NMR_CDCL3_40	aos56_ga_ms2_NMR_CDCL3_41	pooled_natural_isolate_NMR_CDCL3_42	pooled_pd1074_NMR_CDCL3_43	solera_NMR_CDCL3_44	solera_NMR_CDCL3_49	aos184_ga_ms2_NMR_CDCL3_50	aos185_ga_ms2_NMR_CDCL3_51	aos27_ga_ms4_NMR_CDCL3_52	aos28_ga_ms2_NMR_CDCL3_53	aos35_ga_ms2_NMR_CDCL3_54	aos36_ga_ms2_NMR_CDCL3_55	aos37_ga_ms2_NMR_CDCL3_56	aos38_ga_ms2_NMR_CDCL3_57	aos40_ga_ms2_NMR_CDCL3_58	aos42_ga_ms2_NMR_CDCL3_59	aos43_ga_bku_NMR_CDCL3_60	aos54_ga_bku2_NMR_CDCL3_61	aos71_ga_ms2_NMR_CDCL3_62	aos74_ga_ms2_NMR_CDCL3_63	aos69_ga_ms1_NMR_CDCL3_64	aos86_ga_ms2_NMR_CDCL3_65	aos90_ga_ms3_NMR_CDCL3_66	aos98_ga_ms2_NMR_CDCL3_67	aos99_ga_ms2_NMR_CDCL3_68	aos73_ga_ms2_NMR_CDCL3_70	aos81_ga_ms2_NMR_CDCL3_71	aos87_co_ms3_NMR_CDCL3_72	aos100_ga_ms2_NMR_CDCL3_73	aos96_ga_ms2_NMR_CDCL3_74	aos82_ga_ms2_NMR_CDCL3_75	aos84_ga_ms2_NMR_CDCL3_76	aos92_ga_ms2_NMR_CDCL3_77	aos93_ga_ms2_NMR_CDCL3_78	aos95_ga_ms2_NMR_CDCL3_79	aos107_ga_bku_NMR_CDCL3_80	aos109_ga_ms2_NMR_CDCL3_81	aos111_ga_ms2_NMR_CDCL3_82	aos116_ga_ms2_NMR_CDCL3_83	aos113_ga_ms1_NMR_CDCL3_84	aos125_ga_ms2_NMR_CDCL3_85	aos134_ga_ms2_NMR_CDCL3_86	aos140_ga_ms3_NMR_CDCL3_87	aos171_ga_ms2_NMR_CDCL3_88	aos180_ga_ms2_NMR_CDCL3_89	pooled_mutant_NMR_CDCL3_90	pooled_pd1074_NMR_CDCL3_91	solera_NMR_CDCL3_92	solera_NMR_CDCL3_97	aos85_ga_ms3_NMR_CDCL3_98	aos181_ga_ms2_NMR_CDCL3_99	aos193_ga_ms3_NMR_CDCL3_100	aos196_ga_ms2_NMR_CDCL3_101	aos26_ga_ms2_NMR_CDCL3_102	aos39_ga_ms2_NMR_CDCL3_103	aos41_ga_ms2_NMR_CDCL3_104	aos33_ga_ms2_NMR_CDCL3_105	aos44_ga_ms2_NMR_CDCL3_106	aos47_ga_ms2_NMR_CDCL3_107	aos49_ga_ms2_NMR_CDCL3_108	aos51_ga_ms2_NMR_CDCL3_109	aos45_ga_ms2_NMR_CDCL3_110	aos54_ga_ms4_NMR_CDCL3_111	aos66_ga_ms2_NMR_CDCL3_112	aos70_ga_ms2_NMR_CDCL3_113	aos69_ga_ms3_NMR_CDCL3_114	aos75_ga_ms4_NMR_CDCL3_115	aos79_ga_ms2_NMR_CDCL3_116	aos83_ga_ms2_NMR_CDCL3_117	aos87_ga_ms3_NMR_CDCL3_118	aos91_ga_ms2_NMR_CDCL3_119	aos101_ga_ms2_NMR_CDCL3_121	aos102_ga_ms3_NMR_CDCL3_122	aos105_co_ms2_NMR_CDCL3_123	aos113_ga_ms1_NMR_CDCL3_124	aos114_ga_ms2_NMR_CDCL3_125	aos118_ga_ms2_NMR_CDCL3_126	aos120_ga_ms2_NMR_CDCL3_127	aos133_ga_ms2_NMR_CDCL3_128	aos135_ga_ms2_NMR_CDCL3_129	aos140_gt_ms3_NMR_CDCL3_130	aos166_ga_ms2_NMR_CDCL3_131	aos167_ga_ms4_NMR_CDCL3_132	aos169_ga_ms2_NMR_CDCL3_133	aos197_ga_ms1_NMR_CDCL3_134	aos196_ga_ms3_NMR_CDCL3_135	aos193_ga_ms2_NMR_CDCL3_136	aos198_ga_ms2_NMR_CDCL3_137	aos88_ga_ms2_NMR_CDCL3_138	aos94_ga_ms2_NMR_CDCL3_139	aos85_ga_ms2_NMR_CDCL3_140	aos99_ga_ms2_NMR_CDCL3_141	pooled_mutant_NMR_CDCL3_142	pooled_pd1074_NMR_CDCL3_143	solera_NMR_CDCL3_144
ppm_0_43277	0	0	45.59	168982894.3	226349203.7	518130574.2	109239865.1	51064813.67	100098316.3	107651216.2	129756127.4	73057730.27	89551212.38	112597284.6	51064813.67	51064813.67	91349542.94	120056086.2	102612913.9	51064813.67	97229691.6	173129951	96913061.18	268758988.1	120223702.2	51064813.67	335392127.7	171189747.7	166698886.7	95268307.94	51064813.67	207696574.8	265981163.7	51064813.67	51064813.67	169839553.6	156393226.7	51064813.67	51064813.67	51064813.67	195923457.7	266764967.7	51064813.67	138820248.3	51064813.67	193671718.4	304783987.8	151283706.9	176699253.3	51064813.67	144657860.1	152692374.3	148898901.9	51064813.67	253218865.7	252261052.1	51064813.67	253546393.5	226675326.6	51064813.67	51064813.67	200029996.3	263087571.5	51064813.67	160578457.5	187135740.9	150950715.1	51064813.67	51064813.67	51064813.67	153035900	212952036.8	51064813.67	156056568.1	156893724.8	385288163.1	289283633.5	310253710	179265414.8	51064813.67	321767294.4	51064813.67	167431125	105790361.6	133239242.7	168988054.4	121852447.5	51064813.67	178967207.6	865815455.4	235380169.5	188122474.5	109499821.6	236579636.3	51064813.67	51064813.67	181955862.1	102203116.4	51064813.67	311505261.3	51064813.67	51064813.67	51064813.67	140672317.9	146805338.7	1137783375	522943539.8	1337281052	51064813.67	51064813.67	151000101.7	51064813.67	51064813.67	51064813.67	548799338.2	198960555.4	178218578.2	310108001.3	51064813.67	180949131.7	98109452.14	51064813.67	150712930.7	115534024.6	51064813.67	237267924.7	51064813.67	51064813.67	1224494769	51064813.67	504593172.9	224825130	241562134.8	161224417.1
ppm_0_47085	0	0	316.75	247411434	262339559	665156671.6	117234746.3	100808796.5	176195912.5	112503706.5	115556219.8	83698410.2	127527072.7	124350487.2	87282975.15	105362607.1	263330148.2	129808109.9	162624230.4	99842249.33	132153400.7	126409437.3	82647140.64	250734276.1	188074816	218033646.8	340634499.3	237513245.6	172657164.1	113705082.3	249548570.5	214690739.2	391969025.5	151597061.7	242762699.6	239712571	251800031.8	178421698.2	176082600.3	114326437.5	239674644	350803609.1	196816120.5	218022415.3	125634744.4	204818242.9	324581632.6	219434682.6	170411909.7	191832173.5	144282267.5	188923717.6	148588994	232072612.4	485376684.5	239260938.4	934392263.3	275503170.9	332693656.3	128873914.3	153113395.4	296936864.2	385629040.3	187916826.4	212015422.4	189851556.8	141823366.1	427855872.2	327698675	179427288.7	270258667.6	341674223.1	301300610	197361635.1	191490774.6	363914733.4	367747612.7	333058028.2	239398054.4	278313706.9	355321470	172251468	177605074.1	145060446	243460155.2	245630564.7	218050080.1	303792393.2	186500746	1049221871	320013262.1	188430372.6	128026336.4	274469651.8	254347129.8	164774789.7	236918150.5	205098824.6	281692526.1	331561180.1	218438706.6	255872901.7	384864094.5	165976362.1	246223999.4	1197344894	712326202.1	1377541025	313913245.7	567336244.3	167180145	181927233.2	517639335.7	114011126.2	814910480.1	293349720.4	209113475.2	389600802.7	382534602.7	272430418.7	188480497.4	422311259.8	376305732.8	162246226.9	180221396.4	341323260.3	163194123.3	312912467.1	1256372823	151842412.8	848160642.4	326687536.2	303755052.8	141729396.7
ppm_0_50793	0	0	39.39	304414643	748873312.6	882780163	347187102	305032457.2	201306300.2	303220007.1	148649546	83669867.53	83669867.53	83669867.53	83669867.53	201489873.5	83669867.53	83669867.53	83669867.53	557500906.3	178356953.6	289340348.5	190985925.6	295428099.3	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	244477689.3	83669867.53	254682540.8	83669867.53	225398213.6	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	167152548.1	4670804871	83669867.53	1076591374	83669867.53	501101956	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	3135588129	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	83669867.53	442179232.3	396523500.1	199063601.5	439676202.4	83669867.53	83669867.53	324069602.7	83669867.53	83669867.53	623657318	83669867.53	83669867.53	560688683.7	83669867.53	83669867.53	1939723615	997277261.4	83669867.53	428938218.4	83669867.53	281523307.6	386266574	83669867.53	209770054	1068272212	445870571.3	323519523.5	533443024.9	83669867.53	368030342.9	83669867.53	618502828.1	83669867.53	284696500.6	284901373	470710402.7	191936381.5	410939136.7	83669867.53	83669867.53	83669867.53	482521843.6	586026626.6	375595173.7
ppm_0_516	0	0	25.34	81189563.23	81189563.23	81189563.23	81189563.23	81189563.23	201306300.2	81189563.23	81189563.23	81189563.23	1463155216	1307177686	81189563.23	1419546854	1256848364	1085173842	2087324973	81189563.23	81189563.23	81189563.23	81189563.23	81189563.23	1905012034	2486476161	2046955185	945032132.1	209622747.4	81189563.23	3271147060	81189563.23	5191434226	81189563.23	81189563.23	2986962460	1416674169	81189563.23	2746211379	81189563.23	1066033653	81189563.23	81189563.23	6662587053	81189563.23	81189563.23	5282242773	3767696740	81189563.23	81189563.23	81189563.23	81189563.23	3404056419	501101956	3885528882	81189563.23	1419006780	3885639524	7224294536	1681168881	81189563.23	81189563.23	81189563.23	81189563.23	4272314652	956873902.4	3605732289	7014836293	4093645629	1065796739	81189563.23	81189563.23	81189563.23	836344386.5	968198262.1	81189563.23	5879581130	81189563.23	991092363.1	81189563.23	81189563.23	2534851397	853673113.2	81189563.23	4141761399	4286966210	7749654265	81189563.23	618132442.5	81189563.23	81189563.23	81189563.23	81189563.23	81189563.23	81189563.23	81189563.23	81189563.23	81189563.23	623671907.6	81189563.23	728667491.6	81189563.23	81189563.23	1622513311	81189563.23	81189563.23	81189563.23	81189563.23	81189563.23	81189563.23	81189563.23	81189563.23	81189563.23	81189563.23	81189563.23	81189563.23	81189563.23	81189563.23	81189563.23	81189563.23	798972050.8	81189563.23	482235485.5	81189563.23	81189563.23	81189563.23	81189563.23	81189563.23	81189563.23	474380819.2	81189563.23	81189563.23	81189563.23	81189563.23
ppm_0_5244	0	0	35.87	6444444606	6901852290	4615662507	3353435774	640231374.7	416320080.5	1471180260	2764155322	2077712875	3397930357	1641423611	181046642.5	1730103519	1578250063	1329075899	2603676688	1328799845	2010947652	9200318224	4762139438	3898260355	2395661506	3011959047	4760482646	1113682295	299141853.5	3090608379	3956985549	379730340.5	6091214415	499273277.5	1025476790	3639303264	1715380415	1226562055	3478764821	503446000	2464647936	3201283065	2638327293	8412482452	7236509142	5020081132	161998512	161998512	949226812.7	11370128027	260197862.1	2602453372	4278702018	1096363435	9465784011	1726382802	6199817583	161998512	161998512	2036535224	1265028672	3913048582	8274481833	2623877641	161998512	161998512	161998512	161998512	161998512	161998512	5229124449	6744661563	3295137777	161998512	161998512	7288492322	161998512	2324336675	1200788574	3847994775	4477703566	161998512	161998512	6519003407	5419731706	161998512	9801385513	6644899573	161998512	8476691519	2012824684	3826735846	161998512	3945448279	3199535814	161998512	1019881822	1630291644	1198331245	4975420507	881781212.4	1047773357	2600984283	1984372936	1811859898	8659432650	5347147859	12066096319	4004018335	4224723970	1291186579	3469501359	5327272868	966520167.5	9090188396	2476034103	2052501923	2195981219	2712316766	2823957815	161998512	3284752217	850268699.3	2971612474	3234349250	2190085726	583299103.8	1709701030	12638877302	589650142.7	3528215745	3447205461	4635717587	6488329225
ppm_0_53394	0	0	26.29	15114865205	16112854175	9975665525	7867369480	1544481969	478997093.7	3492629043	6608093438	4125091087	3459388331	3135683013	371832691.2	3350219880	3156547774	2516505156	5088975818	1431876779	4813681094	18233913310	9477382297	9225159605	4528548643	5849882319	4904233659	2089693012	611031320.2	7516052267	7870125001	684779269.2	12650494149	519845141.9	2367471463	7211166331	3406366752	2381309503	6596366522	1150325536	2528852183	7624622236	6316303386	15953335352	17507709485	12055940140	12889936217	8870780503	2114385718	11641354575	518182859.9	2718419900	8581175474	1135644609	9673036586	3959744868	13129223000	9196338706	17517263340	3950261210	2917014132	9461444455	16538291465	6242784067	10447176754	2237898185	8598638105	16988143572	9632317297	2586812664	12756996896	16113933255	7981121862	1897826301	2237307704	7200390709	14094436824	5477900984	2251630580	9359944514	10724038140	6193387460	1937349226	14513589062	11497016643	10227624106	18944031520	15340206486	1168080322	18555416565	4332481131	8671951758	2370478020	9031236362	7404165385	311709498.9	2091563200	3751251938	1175535834	11201459023	1512313621	2270936411	5617125368	3688381678	4036915515	18395340709	11632472776	26122090830	9264098192	9286550913	2425274565	8026529702	12027566887	1681799173	20440835409	5438922806	4538173724	4587048350	6126587913	6350471535	1735835892	7091386525	892968823.4	6871057686	7532063415	4771152199	1186571088	3763797263	27289289950	985710086.9	7322307052	7782825684	10449483860	15288690544
ppm_0_54042	0	0	10.37	15166524901	16185398452	9947391946	7977874788	1628045927	353915964	3616054570	6716061016	4181196726	329091442	329091442	409835839	3426473780	329091442	2607513423	329091442	329091442	4942456748	18460768057	9637759923	9099361897	4492287527	5880299368	3672628229	329091442	638332507.4	7627623003	8052336616	730624788.8	12650494149	404996165.7	2369235423	329091442	329091442	2380497099	6596366522	1169315839	329091442	7732363220	6414119027	329091442	17089106899	12055940140	329091442	8462831865	2112902472	329091442	549074934.9	329091442	8581175474	329091442	7298483515	4031877173	12954161552	9022387025	17279539615	3995511884	2889951616	9564749479	16942108863	6108178713	329091442	329091442	329091442	329091442	329091442	2598272288	12732857758	15982632621	8108886455	329091442	329091442	329091442	329091442	5488987062	2251630580	9374002542	10584760574	329091442	1937349226	13410282515	329091442	329091442	329091442	15172673381	1154165162	18146931867	4313015419	8591845458	2422419991	9006368036	7416632583	463174862.1	2108295794	3766693234	998538771.4	11135699704	1516503900	2351314605	5532785197	3761084142	4079090254	18126267090	11637345580	25932796864	9455729994	9266286211	2475655101	8090795992	11802138100	1682079761	20428836007	5430861745	4510473350	4479450387	6087598765	6286203279	1726388750	7001209021	329091442	6752679199	7580989961	4740694862	1209848009	3911448338	26484300986	985710086.9	7193345249	7766556189	10343682595	15369098108
ppm_0_54535	0	0	15.91	10992819558	282152239.2	282152239.2	282152239.2	282152239.2	282152239.2	282152239.2	282152239.2	282152239.2	2525551783	2292675710	282152239.2	282152239.2	2327185243	282152239.2	3757348108	1050608008	282152239.2	13458119063	7025299016	282152239.2	3259863231	4296217558	282152239.2	1563717362	282152239.2	282152239.2	5887665106	557841667.5	9300729976	282152239.2	1791812261	5297349964	2526220795	1784197921	4826271249	892766130.7	1879388534	282152239.2	4726509828	11368437755	12509586181	8949481618	9532773270	6277423667	1575221964	8428119761	282152239.2	2002743568	6285914456	850474477.3	6319331047	2979443876	282152239.2	6748948856	12711400297	2904138505	2161901386	7027479375	12473049390	4479635463	7676554708	1698284064	6262096776	12473443336	7163191940	1976947212	9344173443	11759761992	5977931759	1416345035	1650534613	5348335224	10317042729	4107706898	1687580169	6971283316	7832797722	4504252687	1460334007	10658897165	9122546111	7432456666	13773505108	282152239.2	958860603.1	282152239.2	282152239.2	282152239.2	282152239.2	282152239.2	5354851689	282152239.2	282152239.2	2746297790	866063646.6	282152239.2	1149079297	1763238905	282152239.2	2764628502	2937838213	282152239.2	282152239.2	282152239.2	282152239.2	282152239.2	282152239.2	282152239.2	282152239.2	1260664793	282152239.2	282152239.2	282152239.2	3427334463	282152239.2	282152239.2	1281262900	282152239.2	709426089.4	282152239.2	282152239.2	282152239.2	897452921.7	282152239.2	282152239.2	784052535.7	5411494241	282152239.2	282152239.2	282152239.2
ppm_0_55144	0	0	12.77	9809824769	10763465246	6674721502	5286199917	1135558105	402667698.5	2537174366	4424187478	2736271695	2361160249	2078842678	273712312	2331790136	2195277971	1743693825	3396009363	951058466.1	3306531140	12041159857	6274657250	5697968072	2940147721	3938263691	3369995298	1410375126	462541713.8	4957302967	5367643381	493556492	8629116829	396852490.5	1625443125	4755252065	2308698766	1636340126	4312897731	818588478.2	1713074220	5064088054	4163967744	9785313083	10414381730	7494956886	8292386110	4937961911	1353461865	7773802011	389211823.3	1834376428	5635800693	810261284.6	6319331047	2702614756	8291780264	5535224600	10854177138	2595304367	1897435364	6183968308	11470740014	3835665701	6525122272	1442823878	5251113731	11098996292	6227541223	1752636570	8109888561	10060312764	5283202537	1209135679	1410312010	4564501293	8759942726	3506474858	1533241669	5915993344	6758914129	3981598011	1298625827	7550901187	8387318509	6198483060	12199006879	9673438914	818386777.8	11495384199	2774561371	5477066237	1612210710	5803121515	4817303040	400056304.6	1403955071	2469355175	272150441.8	7236303888	1058718038	1594209835	3700106860	2552257475	2627045432	11843108451	7618391346	17112181881	6154925195	6006066358	1714395530	5370088600	7446753159	1160466198	13554058533	3510462457	2850455870	2886505758	3883450420	3987429101	1151133666	4509782827	741691203.6	4203033665	4913410826	3083587020	823276069.2	2731451707	16379861478	714090467.3	4871456526	5038246774	6760093926	9698418990
ppm_0_56723	1	0	16.72	932748328.8	1322251591	1772893980	1119177122	989906336.7	1047530830	1206908009	1033033445	958044915.7	987021349.8	850292354.9	968771238.3	1182577812	1709439704	1037191833	1169162562	999026634.5	1088823394	1157921551	1072557545	536037759.1	379332015.9	442719848.3	543735719.6	394149760.2	417295907.8	436571957.7	533312932.5	452319211.5	693865369	357296728.2	474333924.5	568451720.2	459797543.9	498869079.6	596198840.2	451229134.8	482897260.4	1767483655	1329966046	396291467.4	1070238681	1364995806	1162252831	1107146573	1301863553	1276666243	951063485.2	1217084190	1272763546	1149829355	1199147248	1132878809	2032769188	1015529464	1143995847	998511676.5	1008224259	1115814736	1335931675	1130740003	1079371843	1207409554	1250796352	1312959647	1258214925	963063752.3	1168963482	980513458.5	1234003100	779170925.5	857226440.9	1174230710	1073511190	1073974053	1032714729	1167577537	1146754510	951866435.6	1238145200	1741175528	2245604320	1522615825	1039930483	1176391212	985009465.8	1999546585	1294131058	1153598532	743525544.2	1220628092	1147704748	1472341000	1149300160	996044916	1433229501	1428676041	1096635395	1041257311	1445488268	1078020962	1023356837	2518760415	1862701512	2784743125	1650483812	1786135345	620066701.3	607022988.8	985449326.8	441470045.6	1340162566	837574455.1	812371295.6	985343293.5	843624324.7	794479101	618620106	1054510914	943788983.6	690891635.1	662140754.6	1082686441	685162660.4	953062046.8	2278024095	704677079.5	1429519298	1486071316	1851538728	523750532.4
ppm_0_57651	1	0	15.63	1199548223	1479615093	1939176990	1290147454	1143828300	1250162173	1369405156	1244661449	1122654615	1175976428	1023218479	1211631303	1318207460	1960843059	1213129938	1329452489	1288578109	1294867872	1261765700	1235568013	560340254.7	446799040.1	475048862.4	609021388	451140331.2	533986563.4	533628953.9	586720020.1	524491445	686853877.6	441968041.6	566999621.5	662689333.4	573734403.2	625265361.3	650495077.9	586969059.7	559858400.1	1914958342	1521480397	540870492.7	1366404257	1517474193	1273873787	1308321265	1688025770	1516880113	1301825245	1408905241	1463639464	1454293007	1387039749	1288065293	2181652680	1135827551	1206131381	1234596380	1242520196	1279138901	1533271335	1321374501	1225906027	1475667519	1416712265	1454880606	1443194283	1155197962	1326073503	969809700.3	1406405170	943891990.1	1016953765	1291284572	1190291213	1214122049	1207674171	1368527325	1258354611	1109573259	1557183843	1624109513	2311241773	1770163321	1326843583	1489294346	1172790703	2207733425	1474088506	1353047891	907766482	1424520820	1401878206	1902452859	1376657519	1258282841	1835908531	1688058549	1277653455	1241283878	1705694505	1382629206	1236589101	2747531007	2106191770	3093580491	1898051841	2047501427	700129527.1	690807550.5	1101340365	503586990	1504795006	993814161.9	907927750.5	1089021722	960502830.8	888155311.1	752254458.2	1173323877	1166832854	778313639	807190409.3	1185028138	795864702.6	1076213679	2544090516	850265117	1618790182	1712188739	2101905603	761140383.1
ppm_0_58589	2	1	31.88	210685746.9	918503201	1454376300	539335228.1	397978446.2	210685746.9	470471622	707217756.8	601419324.7	636277854.6	210685746.9	671145707.7	490581239.7	672520877.8	489684599.3	489867705.1	781148049.9	527731867.8	683116828.2	546539555.5	376488209.9	210685746.9	210685746.9	400284429.2	332329849.1	210685746.9	325717312.7	314203326.3	210685746.9	427211423.1	315972998.2	274345668.7	371066946.2	379187625.5	210685746.9	300476784.2	445005508.3	443894029	778170885.4	609390181.8	210685746.9	696260695.5	732237069.1	693953014.3	818047459.1	1085488069	927291797.3	859775249.3	862308923.2	596464659.9	965655408.1	652839845.7	564998077.9	1887552651	594630169.4	644845503.2	757701157.8	210685746.9	636284000	703764102	563687258.6	582737858.7	946578900.8	605554846.8	845230999.9	689661372.3	531843609.6	616604714.7	603258154.8	612538446.6	210685746.9	467619339.4	655848023.1	697122522.7	623660078.2	733884539.5	625306857.2	662787527.8	561344087.4	1002068455	210685746.9	1066727704	798854962.8	210685746.9	1029726574	210685746.9	2015649123	898005767.9	863574336.5	210685746.9	913856702.7	921358322.5	1175238490	210685746.9	767263473.4	1251196168	1154495868	210685746.9	210685746.9	1043188244	894722508.4	828889335.4	2541634112	1556785799	2826217000	1008977148	1383655550	452573666.3	502496197	210685746.9	210685746.9	1489413756	722410703.4	588357698.9	210685746.9	686977159.4	672765388.2	210685746.9	941563149.6	743846978.3	528405297	553840964.6	828888210.5	210685746.9	714998766.9	210685746.9	556755579	1293973054	1049039511	1221674148	210685746.9
ppm_0_59398	0	0	15.6	192663067.9	192663067.9	192663067.9	192663067.9	608094045.9	401538127.5	760485285	192663067.9	192663067.9	192663067.9	192663067.9	308721978.3	192663067.9	571527171.9	192663067.9	192663067.9	377345316.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	337447996.1	192663067.9	192663067.9	278934282.8	192663067.9	202219453.1	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	276724809.4	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	390111414.4	548146477.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	545602710.1	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	620409420.2	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	644729112.2	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	825906276.6	192663067.9	618061923.4	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	489284018.8	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	707874938.8	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	192663067.9	427286581.5	192663067.9	192663067.9	192663067.9	192663067.9
